#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
2772899465.fna	NZ_CP160409.1	30979	33297	+	adsA	1-2319/2319	===============	0/0	100.00	96.72	vfdb	NP_644838	(adsA) Adenosine synthase A [AdsA (VF0422)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	127951	129429	-	spa	1-1479/1479	===============	0/0	100.00	97.77	vfdb	NP_644899	(spa) Immunoglobulin G binding protein A precursor [SpA (VF0017)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	173897	174413	+	cap8A	1-516/516	========/======	1/1	100.00	99.42	vfdb	NP_644939	(cap8A) capsular polysaccharide synthesis enzyme  [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	174581	175267	+	cap8B	1-687/687	===============	0/0	100.00	98.98	vfdb	NP_644940	(cap8B) capsular polysaccharide synthesis enzyme Cap8B [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	175270	176034	+	cap8C	1-765/765	===============	0/0	100.00	99.61	vfdb	NP_644941	(cap8C) capsular polysaccharide synthesis enzyme Cap8C [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	176054	177878	+	cap8D	1-1824/1824	========/======	1/1	100.00	99.84	vfdb	NP_644942	(cap8D) capsular polysaccharide synthesis enzyme Cap8D [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	177868	178896	+	cap8E	1-1029/1029	===============	0/0	100.00	99.03	vfdb	NP_644943	(cap8E) capsular polysaccharide synthesis enzyme Cap8E [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	178909	180018	+	cap8F	1-1110/1110	===============	0/0	100.00	99.55	vfdb	NP_644944	(cap8F) capsular polysaccharide synthesis enzyme Cap8F [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	180022	181146	+	cap8G	1-1125/1125	===============	0/0	100.00	99.56	vfdb	NP_644945	(cap8G) capsular polysaccharide synthesis enzyme Cap8G [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	185268	186473	+	cap8L	1-1206/1206	===============	0/0	100.00	99.75	vfdb	NP_644950	(cap8L) capsular polysaccharide synthesis enzyme Cap8L [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	186484	187041	+	cap8M	1-558/558	===============	0/0	100.00	99.82	vfdb	NP_644951	(cap8M) capsular polysaccharide synthesis enzyme Cap8M [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	187041	187928	+	cap8N	1-888/888	===============	0/0	100.00	98.65	vfdb	NP_644952	(cap8N) capsular polysaccharide synthesis enzyme Cap8N [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	187982	189244	+	cap8O	1-1263/1263	===============	0/0	100.00	98.73	vfdb	NP_644953	(cap8O) capsular polysaccharide synthesis enzyme Cap8O [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	189321	190466	+	cap8P	1-1146/1146	===============	0/0	100.00	99.39	vfdb	NP_644954	(cap8P) capsular polysaccharide synthesis enzyme Cap8P [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	330257	330550	+	esxA	1-294/294	===============	0/0	100.00	100.00	vfdb	NP_645073	(esxA) type VII secretion system protein secreted protein EsxA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	330634	333663	+	esaA	1-3030/3030	===============	0/0	100.00	99.14	vfdb	NP_645074	(esaA) type VII secretion system protein EsaA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	333663	334121	+	essA	1-459/459	===============	0/0	100.00	99.78	vfdb	NP_645075	(essA) type VII secretion system protein EssA monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	334093	334335	+	esaB	1-243/243	===============	0/0	100.00	100.00	vfdb	NP_645076	(esaB) type VII secretion system protein EsaB [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	334348	335682	+	essB	1-1335/1335	===============	0/0	100.00	99.92	vfdb	NP_645078	(essB) type VII secretion system protein EssB monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	335704	340143	+	essC	1-4440/4440	===============	0/0	100.00	98.69	vfdb	NP_645079	(essC) type VII secretion system protein EssC FtsK/SpoIIIE family ATPase [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	340173	340565	+	esaC	1-393/393	===============	0/0	100.00	98.73	vfdb	NP_645081	(esaC) type VII secretion system protein secreted protein EsxC [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	340581	340895	+	esxB	1-315/315	===============	0/0	100.00	99.36	vfdb	NP_645082	(esxB) type VII secretion system protein secreted protein EsxB [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	372151	374223	+	geh	1-2073/2073	===============	0/0	100.00	99.61	vfdb	NP_645114	(geh) glycerol ester hydrolase [Lipase (VF0012)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	616703	619546	+	sdrC	1-2868/2868	========/======	5/36	98.95	94.54	vfdb	NP_645333	(sdrC) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	619913	623926	+	sdrD	1-4044/4044	========/======	6/32	99.23	96.61	vfdb	NP_645334	(sdrD) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	874016	876817	+	clfA	1-2841/2841	========/======	6/69	98.10	95.55	vfdb	NP_645581	(clfA) Clumping factor A fibrinogen-binding protein [Clumping factor (VF0004)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	877038	878564	+	vWbp	1-1527/1527	===============	0/0	100.00	100.00	vfdb	YP_001331791	(vWbp) secreted von Willebrand factor-binding protein precursor [vWbp (VF0420)] [Staphylococcus aureus subsp. aureus str. Newman]	
2772899465.fna	NZ_CP160409.1	898172	898900	-	selk	1-729/729	===============	0/0	100.00	96.57	vfdb	NP_646755	(selk) staphylococcal enterotoxin K precursor [SE (VF0020)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	898924	899652	-	selq	1-729/729	===============	0/0	100.00	97.81	vfdb	NP_646754	(selq) staphylococcal enterotoxin G precursor [SE (VF0020)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	1052779	1053108	-	sspC	1-330/330	===============	0/0	100.00	99.70	vfdb	NP_645747	(sspC) Staphostatin B [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	1053146	1054327	-	sspB	1-1182/1182	===============	0/0	100.00	99.07	vfdb	NP_645748	(sspB) staphopain cysteine proteinase SspB [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	1054409	1055419	-	sspA	1-984/984	========/======	1/27	100.00	96.44	vfdb	NP_645749	(sspA) serine protease; V8 protease; glutamyl endopeptidase [V8 protease (VF0023)] [Staphylococcus aureus subsp. aureus MW2]	
2772899465.fna	NZ_CP160409.1	1137218	1139155	-	isdB	1-1938/1938	===============	0/0	100.00	100.00	vfdb	YP_001332074	(isdB) iron-regulated surface determinant protein B haemoglobin receptor [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]	
2772899465.fna	NZ_CP160409.1	1139358	1140410	-	isdA	1-1053/1053	===============	0/0	100.00	100.00	vfdb	YP_001332075	(isdA) iron-regulated surface determinant protein A [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]	
2772899465.fna	NZ_CP160409.1	1140619	1141302	+	isdC	1-684/684	===============	0/0	100.00	100.00	vfdb	YP_001332076	(isdC) iron-regulated surface determinant protein C [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]	
2772899465.fna	NZ_CP160409.1	1141302	1142378	+	isdD	1-1077/1077	===============	0/0	100.00	99.81	vfdb	NP_645831	(isdD) iron-regulated surface determinant protein D [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]	
