#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
2772899465.fna	NZ_CP160409.1	33665	34144	+	RLMH	1-480/480	===============	0/0	100.00	100.00	megares	MEG_6058	Drugs:MLS:23S_rRNA_methyltransferases:RLMH	
2772899465.fna	NZ_CP160409.1	39080	41089	-	MECA	1-2010/2010	===============	0/0	100.00	100.00	megares	MEG_3785	Drugs:betalactams:Penicillin_binding_protein:MECA	
2772899465.fna	NZ_CP160409.1	157527	158879	+	TET38	1-1353/1353	===============	0/0	100.00	100.00	megares	MEG_6982	Drugs:Tetracyclines:Tetracycline_resistance_MFS_efflux_pumps:TET38	
2772899465.fna	NZ_CP160409.1	386663	387082	+	MEPR	1-420/420	===============	0/0	100.00	99.29	megares	MEG_3836	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_regulator:MEPR	
2772899465.fna	NZ_CP160409.1	387174	388544	+	MEPA	1-1371/1371	===============	0/0	100.00	99.93	megares	MEG_3834	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MEPA	
2772899465.fna	NZ_CP160409.1	388648	389088	+	MEPB	1-441/441	===============	0/0	100.00	100.00	megares	MEG_3835	Drugs:Multi-drug_resistance:Multi-drug_MATE_efflux_pump:MEPB	
2772899465.fna	NZ_CP160409.1	752786	753229	+	AAC3	1-444/444	===============	0/0	100.00	98.87	megares	MEG_47	Drugs:Aminoglycosides:Aminoglycoside_N-acetyltransferases:AAC3	
2772899465.fna	NZ_CP160409.1	761246	761689	-	MGRA	1-444/444	===============	0/0	100.00	99.78	megares	MEG_3943	Drugs:Multi-drug_resistance:MDR_regulator:MGRA	
2772899465.fna	NZ_CP160409.1	769340	770506	+	NORA	1-1167/1167	===============	0/0	100.00	99.91	megares	MEG_4207	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:NORA	
2772899465.fna	NZ_CP160409.1	1455091	1456446	-	ARLS	1-1356/1356	===============	0/0	100.00	100.00	megares	MEG_1118	Drugs:Multi-drug_resistance:MDR_regulator:ARLS	
2772899465.fna	NZ_CP160409.1	1456443	1457102	-	ARLR	1-660/660	===============	0/0	100.00	100.00	megares	MEG_1117	Drugs:Multi-drug_resistance:MDR_regulator:ARLR	
2772899465.fna	NZ_CP160409.1	1503307	1504698	-	NORB	1-1392/1392	===============	0/0	100.00	99.21	megares	MEG_4210	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:NORB	
2772899465.fna	NZ_CP160409.1	1870543	1871343	-	APH3-PRIME	1-801/801	===============	0/0	100.00	100.00	megares	MEG_1060	Drugs:Aminoglycosides:Aminoglycoside_O-phosphotransferases:APH3-PRIME	
2772899465.fna	NZ_CP160409.1	2342522	2343964	-	LMRS	1-1443/1443	===============	0/0	100.00	99.86	megares	MEG_3599	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:LMRS	
2772899465.fna	NZ_CP160409.1	2495712	2496131	+	FOSB	1-420/420	===============	0/0	100.00	100.00	megares	MEG_3009	Drugs:Fosfomycin:Fosfomycin_thiol_transferases:FOSB	
2772899465.fna	NZ_CP160409.1	2625516	2626702	-	DHAP	2-1188/1188	===============	0/0	99.92	99.41	megares	MEG_2614	Drugs:Phenicol:Phenicol_resistance_MFS_efflux_pumps:DHAP	
