#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
3004670934.fna	NZ_CP040665.2	33672	34151	+	RLMH	1-480/480	===============	0/0	100.00	98.75	megares	MEG_6058	Drugs:MLS:23S_rRNA_methyltransferases:RLMH	
3004670934.fna	NZ_CP040665.2	40177	40581	-	BLE	1-405/405	===============	0/0	100.00	100.00	megares	MEG_1460	Drugs:Glycopeptides:Bleomycin_resistance_protein:BLE	
3004670934.fna	NZ_CP040665.2	40798	41568	-	ANT4-PRIME	1-771/771	===============	0/0	100.00	99.87	megares	MEG_981	Drugs:Aminoglycosides:Aminoglycoside_O-nucleotidyltransferases:ANT4-PRIME	
3004670934.fna	NZ_CP040665.2	44014	46023	-	MECA	1-2010/2010	===============	0/0	100.00	100.00	megares	MEG_3785	Drugs:betalactams:Penicillin_binding_protein:MECA	
3004670934.fna	NZ_CP040665.2	46120	47877	+	MECA	1-1758/1758	===============	0/0	100.00	100.00	megares	MEG_3778	Drugs:betalactams:Penicillin_binding_protein:MECA	
3004670934.fna	NZ_CP040665.2	47877	48248	+	MECI	1-372/372	===============	0/0	100.00	100.00	megares	MEG_3804	Drugs:betalactams:Penicillin_binding_protein_regulator:MECI	
3004670934.fna	NZ_CP040665.2	54949	55680	+	ERMA	1-732/732	===============	0/0	100.00	100.00	megares	MEG_2785	Drugs:MLS:23S_rRNA_methyltransferases:ERMA	
3004670934.fna	NZ_CP040665.2	55806	56588	-	ANT3-DPRIME	1-783/783	===============	0/0	100.00	100.00	megares	MEG_925	Drugs:Aminoglycosides:Aminoglycoside_O-nucleotidyltransferases:ANT3-DPRIME	
3004670934.fna	NZ_CP040665.2	149922	151274	+	TET38	1-1353/1353	===============	0/0	100.00	100.00	megares	MEG_6984	Drugs:Tetracyclines:Tetracycline_resistance_MFS_efflux_pumps:TET38	
3004670934.fna	NZ_CP040665.2	378075	378494	+	MEPR	1-420/420	===============	0/0	100.00	100.00	megares	MEG_3836	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_regulator:MEPR	
3004670934.fna	NZ_CP040665.2	378586	379956	+	MEPA	1-1371/1371	===============	0/0	100.00	99.42	megares	MEG_3834	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MEPA	
3004670934.fna	NZ_CP040665.2	380060	380500	+	MEPB	1-441/441	===============	0/0	100.00	89.34	megares	MEG_3835	Drugs:Multi-drug_resistance:Multi-drug_MATE_efflux_pump:MEPB	
3004670934.fna	NZ_CP040665.2	729819	730262	+	AAC3	1-444/444	===============	0/0	100.00	99.10	megares	MEG_47	Drugs:Aminoglycosides:Aminoglycoside_N-acetyltransferases:AAC3	
3004670934.fna	NZ_CP040665.2	738285	738728	-	MGRA	1-444/444	===============	0/0	100.00	100.00	megares	MEG_3943	Drugs:Multi-drug_resistance:MDR_regulator:MGRA	
3004670934.fna	NZ_CP040665.2	746383	747549	+	NORA	1-1167/1167	===============	0/0	100.00	99.91	megares	MEG_4207	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:NORA	
3004670934.fna	NZ_CP040665.2	1462149	1463504	-	ARLS	1-1356/1356	===============	0/0	100.00	100.00	megares	MEG_1119	Drugs:Multi-drug_resistance:MDR_regulator:ARLS	
3004670934.fna	NZ_CP040665.2	1463501	1464160	-	ARLR	1-660/660	===============	0/0	100.00	100.00	megares	MEG_1117	Drugs:Multi-drug_resistance:MDR_regulator:ARLR	
3004670934.fna	NZ_CP040665.2	1510290	1511681	-	NORB	1-1392/1392	===============	0/0	100.00	98.85	megares	MEG_4210	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:NORB	
3004670934.fna	NZ_CP040665.2	1725918	1726649	+	ERMA	1-732/732	===============	0/0	100.00	100.00	megares	MEG_2785	Drugs:MLS:23S_rRNA_methyltransferases:ERMA	
3004670934.fna	NZ_CP040665.2	1726775	1727557	-	ANT3-DPRIME	1-783/783	===============	0/0	100.00	100.00	megares	MEG_925	Drugs:Aminoglycosides:Aminoglycoside_O-nucleotidyltransferases:ANT3-DPRIME	
3004670934.fna	NZ_CP040665.2	1838751	1839551	-	APH3-PRIME	1-801/801	===============	0/0	100.00	100.00	megares	MEG_1060	Drugs:Aminoglycosides:Aminoglycoside_O-phosphotransferases:APH3-PRIME	
3004670934.fna	NZ_CP040665.2	2251992	2253434	-	LMRS	1-1443/1443	===============	0/0	100.00	99.03	megares	MEG_3599	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:LMRS	
3004670934.fna	NZ_CP040665.2	2403836	2404255	+	FOSB	1-420/420	===============	0/0	100.00	99.76	megares	MEG_3009	Drugs:Fosfomycin:Fosfomycin_thiol_transferases:FOSB	
3004670934.fna	NZ_CP040665.2	2532658	2533845	-	DHAP	1-1188/1188	===============	0/0	100.00	100.00	megares	MEG_2614	Drugs:Phenicol:Phenicol_resistance_MFS_efflux_pumps:DHAP	
