#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
NZ_CP077755.1.fna	NZ_CP077755.1	145637	146437	+	(AGly)apH-Stph	1-801/801	===============	0/0	100.00	99.38	argannot	HE579073:1778413-1779213	(AGly)apH-Stph	
NZ_CP077755.1.fna	NZ_CP077755.1	260809	262236	-	(Phe)fexA	1-1428/1428	===============	0/0	100.00	99.86	argannot	JQ041372:14024-15451	(Phe)fexA	
NZ_CP077755.1.fna	NZ_CP077755.1	1202889	1204055	-	(Flq)norA	1-1167/1167	===============	0/0	100.00	99.91	argannot	D90119:478-1644	(Flq)norA	
NZ_CP077755.1.fna	NZ_CP077755.1	1820237	1821589	-	(Tet)tet(38)	1-1353/1353	===============	0/0	100.00	99.85	argannot	AY825285:1-1353	(Tet)tet(38)	
NZ_CP077755.1.fna	NZ_CP077755.1	1856855	1857625	-	(AGly)aadD	1-771/771	===============	0/0	100.00	99.74	argannot	AF181950:3176-3946	(AGly)aadD	
NZ_CP077755.1.fna	NZ_CP077755.1	1864888	1865691	-	(MLS)lnu((B)	1-804/804	===============	0/0	100.00	100.00	argannot	KC688833:1-804	(MLS)lnu((B)	
NZ_CP077755.1.fna	NZ_CP077755.1	1869296	1870105	-	(AGly)spw	1-810/810	===============	0/0	100.00	100.00	argannot	NG_048075:101-910	(AGly)spw	
NZ_CP077755.1.fna	NZ_CP077755.1	1870830	1871671	-	(AGly)ant6-Ia	1-842/909	==============.	0/0	92.63	89.31	argannot	AF330699:22-930	(AGly)ant6-Ia	
NZ_CP077755.1.fna	NZ_CP077755.1	1874244	1875620	+	(Tet)tetL	1-1377/1377	===============	0/0	100.00	100.00	argannot	FN435329:1-1377	(Tet)tetL	
NZ_CP077755.1.fna	NZ_CP077755.1	1878325	1879059	-	(MLS)erm(C)	1-735/735	===============	0/0	100.00	99.05	argannot	M19652:988-1722	(MLS)erm(C)	
NZ_CP077755.1.fna	NZ_CP077755.1	1882350	1883789	+	(AGly)aac6-Aph2	1-1440/1440	===============	0/0	100.00	100.00	argannot	M13771:304-1743	(AGly)aac6-Aph2	
NZ_CP077755.1.fna	NZ_CP077755.1	1886670	1887515	-	(Bla)blaZ	1-846/846	===============	0/0	100.00	100.00	argannot	AB245469:2235-3080	(Bla)blaZ	
NZ_CP077755.1.fna	NZ_CP077755.1	1887622	1889379	+	(Bla)blaR1_Bacilli	1-1758/1758	===============	0/0	100.00	99.94	argannot	NG_047539:1-1758	(Bla)blaR1_Bacilli	
NZ_CP077755.1.fna	NZ_CP077755.1	1889369	1889749	+	(Bla)blaI	1-381/381	===============	0/0	100.00	100.00	argannot	NG_047499:101-481	(Bla)blaI	
NZ_CP077755.1.fna	NZ_CP077755.1	1944106	1946112	-	(Bla)mecA	1-2007/2007	===============	0/0	100.00	99.90	argannot	AB221124:91-2097	(Bla)mecA	
NZ_CP077755.1.fna	NZ_CP077755.1	2302697	2303884	+	(Phe)dha1	1-1188/1188	===============	0/0	100.00	99.58	argannot	BA000018:2517801-2518988	(Phe)dha1	
NZ_CP077755.1.fna	NZ_CP077755.1	2398301	2398798	-	(Tmt)dfrG	1-498/498	===============	0/0	100.00	100.00	argannot	AB205645:1013-1510	(Tmt)dfrG	
NZ_CP077755.1.fna	NZ_CP077755.1	2437667	2438086	-	(Fcyn)FosB	1-420/420	===============	0/0	100.00	99.29	argannot	AHLO01000073:63139-63558	(Fcyn)FosB	
NZ_CP077755.1.fna	NZ_CP077755.1	2773002	2773847	-	(Bla)blaZ	1-846/846	===============	0/0	100.00	95.15	argannot	AB245469:2235-3080	(Bla)blaZ	
NZ_CP077755.1.fna	NZ_CP077755.1	2773954	2775711	+	(Bla)blaR1_Bacilli	1-1758/1758	===============	0/0	100.00	92.83	argannot	NG_047539:1-1758	(Bla)blaR1_Bacilli	
NZ_CP077755.1.fna	NZ_CP077755.1	2775701	2776081	+	(Bla)blaI	1-381/381	===============	0/0	100.00	95.28	argannot	NG_047499:101-481	(Bla)blaI	
