#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
3004670934.fna	NZ_CP040665.2	40798	41568	-	(AGly)aadD	1-771/771	===============	0/0	100.00	99.87	argannot	AF181950:3176-3946	(AGly)aadD	
3004670934.fna	NZ_CP040665.2	44014	46020	-	(Bla)mecA	1-2007/2007	===============	0/0	100.00	100.00	argannot	AB221124:91-2097	(Bla)mecA	
3004670934.fna	NZ_CP040665.2	47877	48248	+	(Bla)mecI	1-372/372	===============	0/0	100.00	99.73	argannot	NG_047956:101-472	(Bla)mecI	
3004670934.fna	NZ_CP040665.2	54949	55680	+	(MLS)erm(A)	1-732/732	===============	0/0	100.00	100.00	argannot	X03216:4551-5282	(MLS)erm(A)	
3004670934.fna	NZ_CP040665.2	55806	56588	-	(AGly)spc	1-783/783	===============	0/0	100.00	100.00	argannot	X02588:331-1113	(AGly)spc	
3004670934.fna	NZ_CP040665.2	149922	151274	+	(Tet)tet(38)	1-1353/1353	===============	0/0	100.00	100.00	argannot	AY825285:1-1353	(Tet)tet(38)	
3004670934.fna	NZ_CP040665.2	746383	747549	+	(Flq)norA	1-1167/1167	===============	0/0	100.00	99.91	argannot	D90119:478-1644	(Flq)norA	
3004670934.fna	NZ_CP040665.2	1725918	1726649	+	(MLS)erm(A)	1-732/732	===============	0/0	100.00	100.00	argannot	X03216:4551-5282	(MLS)erm(A)	
3004670934.fna	NZ_CP040665.2	1726775	1727557	-	(AGly)spc	1-783/783	===============	0/0	100.00	100.00	argannot	X02588:331-1113	(AGly)spc	
3004670934.fna	NZ_CP040665.2	1838751	1839551	-	(AGly)apH-Stph	1-801/801	===============	0/0	100.00	100.00	argannot	HE579073:1778413-1779213	(AGly)apH-Stph	
3004670934.fna	NZ_CP040665.2	2403836	2404255	+	(Fcyn)FosB	1-420/420	===============	0/0	100.00	99.76	argannot	AHLO01000073:63139-63558	(Fcyn)FosB	
3004670934.fna	NZ_CP040665.2	2532658	2533845	-	(Phe)dha1	1-1188/1188	===============	0/0	100.00	100.00	argannot	BA000018:2517801-2518988	(Phe)dha1	
