#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
2999172154.fna	NZ_CP049976.1	4841	5644	+	lsaE	1-804/804	===============	0/0	100.00	100.00	card	AF408195.1:9446-10250	lsaE is an ABC-F subfamily protein found in porcine MRSA isolates. It confers resistance to pleuromutilin lincosamide and streptogramin A	lincosamide;macrolide;oxazolidinone;phenicol;pleuromutilin;streptogramin;tetracycline
2999172154.fna	NZ_CP049976.1	9030	9791	-	ANT(4')-Ib	1-762/762	===============	0/0	100.00	100.00	card	GQ900432.1:27499-26737	Kanamycin nucleotidyltransferase sequence from Staphylococcus aureus plasmid. Confers resistance to kanamycin neomycin and other aminoglycosides	aminoglycoside
2999172154.fna	NZ_CP049976.1	35288	36133	+	PC1_beta-lactamase_(blaZ)	1-846/846	===============	0/0	100.00	97.16	card	CP000732.1:10528-9682	The blaZ beta-lactamase is found in Bacillus subtilis and Staphylococcus aureus.	penam
2999172154.fna	NZ_CP049976.1	38875	39372	-	dfrG	1-498/498	===============	0/0	100.00	100.00	card	AB205645:1012-1510	dfrG is a plasmid-encoded dihydrofolate reductase found in Staphylococcus aureus	diaminopyrimidine
2999172154.fna	NZ_CP049976.1	55229	55648	+	mepR	1-420/420	===============	0/0	100.00	99.05	card	BA000017.4:379931-380351	MepR is an upstream repressor of MepA in Staphylococcus aureus. It is part of the mepRAB operon.	glycylcycline;tetracycline
2999172154.fna	NZ_CP049976.1	55755	57110	+	mepA	1-1356/1356	===============	0/0	100.00	98.60	card	AY661734.1:839-2195	MepA is an efflux protein regulated by MepR and part of the MepRAB cluster. Its presence in Staphylococcus aureus led to multidrug resistance while it has also been shown to decrease tigecycline susceptibility.	glycylcycline;tetracycline
2999172154.fna	NZ_CP049976.1	424362	424805	-	mgrA	1-444/444	===============	0/0	100.00	99.78	card	BA000018.3:735860-735416	MgrA also known as NorR is a regulator for norA norB and tet38. It is a positive regulator for norA expression but is a direct repressor for norB and an indirect repressor of tet38.	acridine_dye;cephalosporin;fluoroquinolone;penam;peptide;tetracycline
2999172154.fna	NZ_CP049976.1	432461	433626	+	Staphylococcus_aureus_norA	1-1166/1167	===============	0/0	99.91	91.34	card	D90119.1:477-1644	NorA gene cloned from Staphylococcus aureus conferred relatively high resistance to hydrophilic quinolones such as norfloxacin enoxacin ofloxacin and ciprofloxacin in S. aureus and Escherichia coli. Had low or no resistance at all to hydrophobic ones such as nalidixic acid oxolinic acid and sparfloxacin in S. aureus and Escherichia coli.	fluoroquinolone
2999172154.fna	NZ_CP049976.1	643762	645681	-	tetM	1-1920/1920	===============	0/0	100.00	100.00	card	AM990992.1:1003680-1001760	TetM is a ribosomal protection protein that confers tetracycline resistance. It is found on transposable DNA elements and its horizontal transfer between bacterial species has been documented.	tetracycline
2999172154.fna	NZ_CP049976.1	1139350	1140705	-	arlS	1-1356/1356	===============	0/0	100.00	98.67	card	CP000253.1:1361636-1360280	ArlS is a protein histidine kinase that phosphorylates ArlR a promoter for norA expression.	acridine_dye;fluoroquinolone
2999172154.fna	NZ_CP049976.1	1140702	1141361	-	arlR	1-660/660	===============	0/0	100.00	98.94	card	CP023390.1:1462248-1461588	ArlR is a response regulator that binds to the norA promoter to activate expression. ArlR must first be phosphorylated by ArlS.	acridine_dye;fluoroquinolone
2999172154.fna	NZ_CP049976.1	1451176	1452603	+	fexA	1-1428/1428	===============	0/0	100.00	99.93	card	AJ549214:176-1604	fexA is a plasmid-encoded chloramphenicol exporter that is found in Staphylococcus lentus	phenicol
2999172154.fna	NZ_CP049976.1	1950361	1951803	-	Staphylococcys_aureus_LmrS	1-1443/1443	===============	0/0	100.00	91.48	card	CP000046.1:2236817-2235374	MFS transporters are secondary active transporters with single-polypeptide chains containing 400-600 amino acids that transport small solutes across the membrane by using electrochemical gradients. LmrS has 14 transmembrane helices and when expressed in E. coli is capable of extruding a variety of antibiotics inclinding linezolid trimethoprim florfenicol chlorampheniocol erythromycin streptomycin kanamycin and fusidic acid	aminoglycoside;diaminopyrimidine;macrolide;oxazolidinone;phenicol
2999172154.fna	NZ_CP049976.1	2557504	2559510	-	mecA	1-2007/2007	===============	0/0	100.00	99.85	card	KC243783:0-2007	A foreign PBP2a acquired by lateral gene transfer that able to perform peptidoglycan synthesis in the presence of beta-lactams.	penam
2999172154.fna	NZ_CP049976.1	2663750	2665102	+	tet(38)	1-1353/1353	===============	0/0	100.00	98.67	card	AY825285:0-1353	Tet38 is a tetracycline efflux pump found in the Gram-positive Staphylococcus aureus. It is regulated by mgrA which also regulates NorB.	tetracycline
2999172154.fna	NZ_CP049976.1	2877720	2879159	-	AAC(6')-Ie-APH(2'')-Ia	1-1440/1440	===============	0/0	100.00	100.00	card	GU565967.1:26419-24979	AAC(6')-Ie-APH(2'')-Ia is an aminoglycoside acetyltransferase encoded by plasmids and transposons in S. aureus E. faecalis E. faecium and Staphylococcus warneri	aminoglycoside
2999172154.fna	NZ_CP049976.1	2885827	2887203	+	tet(L)	1-1377/1377	===============	0/0	100.00	99.64	card	M11036:0-1377	TetL is a tetracycline efflux protein found in many species of Gram-negative and Gram-positive bacteria.	tetracycline
2999172154.fna	NZ_CP049976.1	2887847	2888581	-	ErmT	1-735/735	===============	0/0	100.00	99.73	card	M64090:0-735	ErmT confers MLSb phenotype.	lincosamide;macrolide;streptogramin
2999172154.fna	NZ_CP049976.1	2894849	2895712	+	ANT(6)-Ia	1-864/864	===============	0/0	100.00	100.00	card	KF648874.1:61860-60996	ANT(6)-Ia is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and chromosomes in Staphylococcus epidermidis E. faecium Streptococcus suis S. aureus E. faecalis and Streptococcus mitis	aminoglycoside
