#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
2780070556.fna	NZ_CP160634.1	30987	33305	+	adsA	1-2319/2319	===============	0/0	100.00	96.46	vfdb	NP_644838	(adsA) Adenosine synthase A [AdsA (VF0422)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	141558	142074	+	cap8A	1-516/516	========/======	1/1	100.00	99.81	vfdb	NP_644939	(cap8A) capsular polysaccharide synthesis enzyme  [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	142242	142928	+	cap8B	1-687/687	===============	0/0	100.00	98.98	vfdb	NP_644940	(cap8B) capsular polysaccharide synthesis enzyme Cap8B [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	142931	143695	+	cap8C	1-765/765	===============	0/0	100.00	99.48	vfdb	NP_644941	(cap8C) capsular polysaccharide synthesis enzyme Cap8C [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	143715	145538	+	cap8D	1-1824/1824	===============	0/0	100.00	99.73	vfdb	NP_644942	(cap8D) capsular polysaccharide synthesis enzyme Cap8D [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	145528	146556	+	cap8E	1-1029/1029	===============	0/0	100.00	99.22	vfdb	NP_644943	(cap8E) capsular polysaccharide synthesis enzyme Cap8E [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	146569	147678	+	cap8F	1-1110/1110	===============	0/0	100.00	99.46	vfdb	NP_644944	(cap8F) capsular polysaccharide synthesis enzyme Cap8F [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	147682	148806	+	cap8G	1-1125/1125	===============	0/0	100.00	99.56	vfdb	NP_644945	(cap8G) capsular polysaccharide synthesis enzyme Cap8G [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	152928	154133	+	cap8L	1-1206/1206	===============	0/0	100.00	99.50	vfdb	NP_644950	(cap8L) capsular polysaccharide synthesis enzyme Cap8L [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	154144	154701	+	cap8M	1-558/558	===============	0/0	100.00	99.64	vfdb	NP_644951	(cap8M) capsular polysaccharide synthesis enzyme Cap8M [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	154701	155588	+	cap8N	1-888/888	===============	0/0	100.00	99.44	vfdb	NP_644952	(cap8N) capsular polysaccharide synthesis enzyme Cap8N [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	155642	156904	+	cap8O	1-1263/1263	===============	0/0	100.00	99.05	vfdb	NP_644953	(cap8O) capsular polysaccharide synthesis enzyme Cap8O [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	156981	158126	+	cap8P	1-1146/1146	===============	0/0	100.00	99.56	vfdb	NP_644954	(cap8P) capsular polysaccharide synthesis enzyme Cap8P [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	301222	301515	+	esxA	1-294/294	===============	0/0	100.00	100.00	vfdb	NP_645073	(esxA) type VII secretion system protein secreted protein EsxA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	301598	304627	+	esaA	1-3030/3030	===============	0/0	100.00	98.91	vfdb	NP_645074	(esaA) type VII secretion system protein EsaA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	304627	305085	+	essA	1-459/459	===============	0/0	100.00	98.26	vfdb	NP_645075	(essA) type VII secretion system protein EssA monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	305057	305299	+	esaB	1-243/243	===============	0/0	100.00	99.59	vfdb	NP_645076	(esaB) type VII secretion system protein EsaB [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	305312	306646	+	essB	1-1335/1335	===============	0/0	100.00	99.03	vfdb	NP_645078	(essB) type VII secretion system protein EssB monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	306668	311107	+	essC	1-4440/4440	===============	0/0	100.00	98.51	vfdb	NP_645079	(essC) type VII secretion system protein EssC FtsK/SpoIIIE family ATPase [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	311137	311529	+	esaC	1-393/393	===============	0/0	100.00	97.71	vfdb	NP_645081	(esaC) type VII secretion system protein secreted protein EsxC [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	311545	311859	+	esxB	1-315/315	===============	0/0	100.00	97.46	vfdb	NP_645082	(esxB) type VII secretion system protein secreted protein EsxB [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	339607	341682	+	geh	1-2073/2073	========/======	1/3	100.00	99.13	vfdb	NP_645114	(geh) glycerol ester hydrolase [Lipase (VF0012)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	577739	580642	+	sdrC	1-2868/2868	========/======	7/40	99.93	93.01	vfdb	NP_645333	(sdrC) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	581009	584875	+	sdrD	1-3855/4044	========/======	6/20	95.23	93.05	vfdb	NP_645334	(sdrD) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	585542	589003	+	sdrE	1-3426/3426	========/======	3/72	99.47	95.06	vfdb	NP_645335	(sdrE) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	819099	822050	+	clfA	1-2841/2841	========/======	7/115	99.93	88.02	vfdb	NP_645581	(clfA) Clumping factor A fibrinogen-binding protein [Clumping factor (VF0004)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	982663	982992	-	sspC	1-330/330	===============	0/0	100.00	99.70	vfdb	NP_645747	(sspC) Staphostatin B [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	983030	984211	-	sspB	1-1182/1182	===============	0/0	100.00	99.83	vfdb	NP_645748	(sspB) staphopain cysteine proteinase SspB [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	984293	985321	-	sspA	1-984/984	========/======	1/45	100.00	94.85	vfdb	NP_645749	(sspA) serine protease; V8 protease; glutamyl endopeptidase [V8 protease (VF0023)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	1067299	1069236	-	isdB	1-1938/1938	===============	0/0	100.00	98.97	vfdb	YP_001332074	(isdB) iron-regulated surface determinant protein B haemoglobin receptor [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]	
2780070556.fna	NZ_CP160634.1	1069439	1070491	-	isdA	1-1053/1053	===============	0/0	100.00	100.00	vfdb	YP_001332075	(isdA) iron-regulated surface determinant protein A [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]	
2780070556.fna	NZ_CP160634.1	1070700	1071383	+	isdC	1-684/684	===============	0/0	100.00	100.00	vfdb	YP_001332076	(isdC) iron-regulated surface determinant protein C [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]	
2780070556.fna	NZ_CP160634.1	1071383	1072459	+	isdD	1-1077/1077	===============	0/0	100.00	99.72	vfdb	NP_645831	(isdD) iron-regulated surface determinant protein D [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	1072456	1073334	+	isdE	1-879/879	===============	0/0	100.00	100.00	vfdb	YP_001332078	(isdE) iron-regulated surface determinant protein E [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]	
2780070556.fna	NZ_CP160634.1	1073347	1074312	+	isdF	1-966/966	===============	0/0	100.00	99.59	vfdb	NP_645833	(isdF) iron-regulated surface determinant protein F ATP-binding-cassette-type transmembrane transporter [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	1074374	1075108	+	srtB	1-735/735	===============	0/0	100.00	99.59	vfdb	NP_645834	(srtB) NPQTN specific sortase B [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	1075127	1075450	+	isdG	1-324/324	===============	0/0	100.00	99.69	vfdb	YP_001332081	(isdG) iron-regulated surface determinant protein G [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]	
2780070556.fna	NZ_CP160634.1	1101379	1102338	-	hly/hla	1-960/960	===============	0/0	100.00	99.69	vfdb	NP_645861	(hly/hla) Alpha-Hemolysin precursor [<alpha>-hemolysin (VF0001)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	1479529	1480989	-	ebp	1-1461/1461	===============	0/0	100.00	99.80	vfdb	NP_646186	(ebp) cell surface elastin binding protein [EbpS (VF0008)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	1527922	1528272	-	scn	1-351/351	===============	0/0	100.00	100.00	vfdb	YP_001332910	(scn) complement inhibitor SCIN [SCIN (VF0425)] [Staphylococcus aureus subsp. aureus str. Newman]	
2780070556.fna	NZ_CP160634.1	1528956	1529405	+	chp	1-450/450	===============	0/0	100.00	100.00	vfdb	YP_001332911	(chp) chemotaxis-inhibiting protein CHIPS [CHIPS (VF0424)] [Staphylococcus aureus subsp. aureus str. Newman]	
2780070556.fna	NZ_CP160634.1	1530485	1530977	-	sak	1-492/492	========/======	1/1	100.00	99.39	vfdb	NP_646702	(sak) Staphylokinase precursor [Staphylokinase (VF0021)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	1932062	1933030	-	lukF-PV	1-969/978	========/======	2/2	98.98	82.37	vfdb	NP_646195	(lukF-PV) Panton-Valentine leukocidin chain F precursor [PVL (VF0018)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	2066115	2067536	-	map	1-1428/1755	========/====..	5/10	80.91	89.44	vfdb	CAB94853	(map) extracellular proteins Map [Eap/Map (VF0016)] [Staphylococcus aureus str. Newman D2C (ATCC 25904)]	
2780070556.fna	NZ_CP160634.1	2067925	2068917	+	hlb	1-993/993	===============	0/0	100.00	99.30	vfdb	YP_186826	(hlb) beta-hemolysin [<beta>-hemolysin (VF0002)] [Staphylococcus aureus subsp. aureus COL]	
2780070556.fna	NZ_CP160634.1	2081945	2082079	-	hld	1-135/135	===============	0/0	100.00	99.26	vfdb	NP_646776	(hld) delta-hemolysin [<delta>-hemolysin (VF0007)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	2268182	2270602	+	hysA	1-2418/2448	========/======	3/5	98.73	94.63	vfdb	NP_646946	(hysA) hyaluronate lyase precursor [Hyaluronate lyase (VF0013)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	2470742	2472052	+	sbi	1-1314/1314	========/======	1/3	99.77	98.17	vfdb	NP_647158	(sbi) IgG-binding protein SBI [Sbi (VF0423)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	2472588	2473517	+	hlgA	1-930/930	===============	0/0	100.00	99.68	vfdb	NP_647159	(hlgA) gamma-hemolysin chain II precursor [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	2474084	2475031	+	hlgC	1-948/948	===============	0/0	100.00	99.47	vfdb	NP_647160	(hlgC) gamma-hemolysin component C [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	2475033	2476010	+	hlgB	1-978/978	===============	0/0	100.00	99.80	vfdb	NP_647161	(hlgB) gamma-hemolysin component B [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	2560712	2563597	-	fnbB	1-2832/2832	========/======	24/98	99.22	85.83	vfdb	NP_647237	(fnbB) fibronectin-binding protein B [FnBPs (VF0010)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	2703953	2706310	-	clfB	1-2376/2724	========/=====.	4/24	86.45	91.42	vfdb	NP_647368	(clfB) Clumping factor B adhesin [Clumping factor (VF0004)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	2713383	2714912	-	aur	1-1530/1530	===============	0/0	100.00	99.67	vfdb	NP_647375	(aur) zinc metalloproteinase aureolysin [Aureolysin (VF0024)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	2755154	2755714	-	icaR	1-561/561	===============	0/0	100.00	99.82	vfdb	NP_647402	(icaR) ica operon transcriptional regulator IcaR [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]	
2780070556.fna	NZ_CP160634.1	2755878	2757116	+	icaA	1-1239/1239	===============	0/0	100.00	99.76	vfdb	NP_647403	(icaA) N-acetylglucosaminyltransferase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]	
