#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
2267348900.fna	NZ_CP099576.1	33169	33648	+	RLMH	1-480/480	===============	0/0	100.00	100.00	megares	MEG_6058	Drugs:MLS:23S_rRNA_methyltransferases:RLMH	
2267348900.fna	NZ_CP099576.1	38584	40593	-	MECA	1-2010/2010	===============	0/0	100.00	100.00	megares	MEG_3785	Drugs:betalactams:Penicillin_binding_protein:MECA	
2267348900.fna	NZ_CP099576.1	158012	159364	+	TET38	1-1353/1353	===============	0/0	100.00	100.00	megares	MEG_6982	Drugs:Tetracyclines:Tetracycline_resistance_MFS_efflux_pumps:TET38	
2267348900.fna	NZ_CP099576.1	387148	387567	+	MEPR	1-420/420	===============	0/0	100.00	99.29	megares	MEG_3836	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_regulator:MEPR	
2267348900.fna	NZ_CP099576.1	387659	389029	+	MEPA	1-1371/1371	===============	0/0	100.00	100.00	megares	MEG_3834	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MEPA	
2267348900.fna	NZ_CP099576.1	389133	389573	+	MEPB	1-441/441	===============	0/0	100.00	100.00	megares	MEG_3835	Drugs:Multi-drug_resistance:Multi-drug_MATE_efflux_pump:MEPB	
2267348900.fna	NZ_CP099576.1	756832	757275	+	AAC3	1-444/444	===============	0/0	100.00	98.65	megares	MEG_47	Drugs:Aminoglycosides:Aminoglycoside_N-acetyltransferases:AAC3	
2267348900.fna	NZ_CP099576.1	765292	765735	-	MGRA	1-444/444	===============	0/0	100.00	99.78	megares	MEG_3943	Drugs:Multi-drug_resistance:MDR_regulator:MGRA	
2267348900.fna	NZ_CP099576.1	773386	774552	+	NORA	1-1167/1167	===============	0/0	100.00	99.91	megares	MEG_4207	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:NORA	
2267348900.fna	NZ_CP099576.1	1459272	1460627	-	ARLS	1-1356/1356	===============	0/0	100.00	100.00	megares	MEG_1118	Drugs:Multi-drug_resistance:MDR_regulator:ARLS	
2267348900.fna	NZ_CP099576.1	1460624	1461283	-	ARLR	1-660/660	===============	0/0	100.00	100.00	megares	MEG_1117	Drugs:Multi-drug_resistance:MDR_regulator:ARLR	
2267348900.fna	NZ_CP099576.1	1507488	1508879	-	NORB	1-1392/1392	===============	0/0	100.00	99.21	megares	MEG_4210	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:NORB	
2267348900.fna	NZ_CP099576.1	1874788	1875588	-	APH3-PRIME	1-801/801	===============	0/0	100.00	100.00	megares	MEG_1060	Drugs:Aminoglycosides:Aminoglycoside_O-phosphotransferases:APH3-PRIME	
2267348900.fna	NZ_CP099576.1	2304458	2305900	-	LMRS	1-1443/1443	===============	0/0	100.00	99.93	megares	MEG_3599	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:LMRS	
2267348900.fna	NZ_CP099576.1	2457648	2458067	+	FOSB	1-420/420	===============	0/0	100.00	100.00	megares	MEG_3009	Drugs:Fosfomycin:Fosfomycin_thiol_transferases:FOSB	
2267348900.fna	NZ_CP099576.1	2587422	2588608	-	DHAP	2-1188/1188	===============	0/0	99.92	99.41	megares	MEG_2614	Drugs:Phenicol:Phenicol_resistance_MFS_efflux_pumps:DHAP	
