#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
2212172067.fna	NZ_CP092567.1	33176	33655	+	RLMH	1-480/480	===============	0/0	100.00	98.75	megares	MEG_6058	Drugs:MLS:23S_rRNA_methyltransferases:RLMH	
2212172067.fna	NZ_CP092567.1	39208	41217	-	MECA	1-2010/2010	===============	0/0	100.00	100.00	megares	MEG_3785	Drugs:betalactams:Penicillin_binding_protein:MECA	
2212172067.fna	NZ_CP092567.1	124616	125968	+	TET38	1-1353/1353	===============	0/0	100.00	100.00	megares	MEG_6984	Drugs:Tetracyclines:Tetracycline_resistance_MFS_efflux_pumps:TET38	
2212172067.fna	NZ_CP092567.1	349241	349660	+	MEPR	1-420/420	===============	0/0	100.00	100.00	megares	MEG_3836	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_regulator:MEPR	
2212172067.fna	NZ_CP092567.1	349752	351122	+	MEPA	1-1371/1371	===============	0/0	100.00	99.49	megares	MEG_3834	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MEPA	
2212172067.fna	NZ_CP092567.1	351226	351666	+	MEPB	1-441/441	===============	0/0	100.00	89.34	megares	MEG_3835	Drugs:Multi-drug_resistance:Multi-drug_MATE_efflux_pump:MEPB	
2212172067.fna	NZ_CP092567.1	700853	701296	+	AAC3	1-444/444	===============	0/0	100.00	99.10	megares	MEG_47	Drugs:Aminoglycosides:Aminoglycoside_N-acetyltransferases:AAC3	
2212172067.fna	NZ_CP092567.1	709319	709762	-	MGRA	1-444/444	===============	0/0	100.00	100.00	megares	MEG_3943	Drugs:Multi-drug_resistance:MDR_regulator:MGRA	
2212172067.fna	NZ_CP092567.1	717413	718579	+	NORA	1-1167/1167	===============	0/0	100.00	100.00	megares	MEG_4207	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:NORA	
2212172067.fna	NZ_CP092567.1	1408160	1409515	-	ARLS	1-1356/1356	===============	0/0	100.00	100.00	megares	MEG_1119	Drugs:Multi-drug_resistance:MDR_regulator:ARLS	
2212172067.fna	NZ_CP092567.1	1409512	1410171	-	ARLR	1-660/660	===============	0/0	100.00	100.00	megares	MEG_1117	Drugs:Multi-drug_resistance:MDR_regulator:ARLR	
2212172067.fna	NZ_CP092567.1	1456302	1457693	-	NORB	1-1392/1392	===============	0/0	100.00	98.92	megares	MEG_4210	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:NORB	
2212172067.fna	NZ_CP092567.1	1823459	1824259	-	APH3-PRIME	1-801/801	===============	0/0	100.00	100.00	megares	MEG_1060	Drugs:Aminoglycosides:Aminoglycoside_O-phosphotransferases:APH3-PRIME	
2212172067.fna	NZ_CP092567.1	2255510	2256952	-	LMRS	1-1443/1443	===============	0/0	100.00	98.96	megares	MEG_3599	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:LMRS	
2212172067.fna	NZ_CP092567.1	2407363	2407782	+	FOSB	1-420/420	===============	0/0	100.00	99.76	megares	MEG_3009	Drugs:Fosfomycin:Fosfomycin_thiol_transferases:FOSB	
2212172067.fna	NZ_CP092567.1	2536044	2537231	-	DHAP	1-1188/1188	===============	0/0	100.00	100.00	megares	MEG_2614	Drugs:Phenicol:Phenicol_resistance_MFS_efflux_pumps:DHAP	
2212172067.fna	NZ_CP092567.1	2680562	2681356	-	APH2-DPRIME	1-795/795	===============	0/0	100.00	100.00	megares	MEG_1016	Drugs:Aminoglycosides:Aminoglycoside_O-phosphotransferases:APH2-DPRIME	
2212172067.fna	NZ_CP092567.1	2681449	2681980	-	SAT	1-543/543	========/======	4/17	97.42	96.70	megares	MEG_6166	Drugs:Nucleosides:Streptothricin_acetyltransferase:SAT	
2212172067.fna	NZ_CP092567.1	2690318	2691217	-	MPHC	1-900/900	===============	0/0	100.00	99.89	megares	MEG_4038	Drugs:MLS:Macrolide_phosphotransferases:MPHC	
2212172067.fna	NZ_CP092567.1	2691316	2692782	-	MSRA	1-1467/1467	===============	0/0	100.00	99.93	megares	MEG_4066	Drugs:MLS:MLS_resistance_ABC_efflux_pumps:MSRA	
2212172067.fna	NZ_CP092567.1	2703575	2704105	+	SAT	1-543/543	========/======	1/12	97.79	97.79	megares	MEG_6166	Drugs:Nucleosides:Streptothricin_acetyltransferase:SAT	
2212172067.fna	NZ_CP092567.1	2704198	2704992	+	APH2-DPRIME	1-795/795	===============	0/0	100.00	100.00	megares	MEG_1016	Drugs:Aminoglycosides:Aminoglycoside_O-phosphotransferases:APH2-DPRIME	
