#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
2194665735.fna	NZ_CP080249.1	39615	41621	-	(Bla)mecA	1-2007/2007	===============	0/0	100.00	99.95	argannot	AB221124:91-2097	(Bla)mecA	
2194665735.fna	NZ_CP080249.1	43478	43849	+	(Bla)mecI	1-372/372	===============	0/0	100.00	99.73	argannot	NG_047956:101-472	(Bla)mecI	
2194665735.fna	NZ_CP080249.1	50001	51428	+	(Phe)fexA	1-1428/1428	===============	0/0	100.00	98.81	argannot	JQ041372:14024-15451	(Phe)fexA	
2194665735.fna	NZ_CP080249.1	146538	147890	+	(Tet)tet(38)	1-1353/1353	===============	0/0	100.00	100.00	argannot	AY825285:1-1353	(Tet)tet(38)	
2194665735.fna	NZ_CP080249.1	740177	741343	+	(Flq)norA	1-1167/1167	===============	0/0	100.00	100.00	argannot	D90119:478-1644	(Flq)norA	
2194665735.fna	NZ_CP080249.1	1478851	1480282	+	(AGly)aac6-Aph2	1-1432/1440	===============	0/0	99.44	100.00	argannot	M13771:304-1743	(AGly)aac6-Aph2	
2194665735.fna	NZ_CP080249.1	1480907	1481644	+	(MLS)erm(B)	1-738/738	===============	0/0	100.00	99.59	argannot	M11180:714-1451	(MLS)erm(B)	
2194665735.fna	NZ_CP080249.1	1481949	1482857	+	(AGly)ant6-Ia	1-909/909	===============	0/0	100.00	100.00	argannot	AF330699:22-930	(AGly)ant6-Ia	
2194665735.fna	NZ_CP080249.1	1486310	1487047	+	(MLS)erm(B)	1-738/738	===============	0/0	100.00	100.00	argannot	M11180:714-1451	(MLS)erm(B)	
2194665735.fna	NZ_CP080249.1	1797554	1798981	+	(Phe)fexA	1-1428/1428	===============	0/0	100.00	98.81	argannot	JQ041372:14024-15451	(Phe)fexA	
2194665735.fna	NZ_CP080249.1	1913951	1914751	-	(AGly)apH-Stph	1-801/801	===============	0/0	100.00	100.00	argannot	HE579073:1778413-1779213	(AGly)apH-Stph	
2194665735.fna	NZ_CP080249.1	2118811	2119191	-	(Bla)blaI	1-381/381	===============	0/0	100.00	95.54	argannot	NG_047499:101-481	(Bla)blaI	
2194665735.fna	NZ_CP080249.1	2119181	2120938	-	(Bla)blaR1_Bacilli	1-1758/1758	===============	0/0	100.00	92.61	argannot	NG_047539:1-1758	(Bla)blaR1_Bacilli	
2194665735.fna	NZ_CP080249.1	2121045	2121890	+	(Bla)blaZ	1-846/846	===============	0/0	100.00	95.03	argannot	AB245469:2235-3080	(Bla)blaZ	
2194665735.fna	NZ_CP080249.1	2522532	2522951	+	(Fcyn)FosB	1-420/420	===============	0/0	100.00	99.76	argannot	AHLO01000073:63139-63558	(Fcyn)FosB	
2194665735.fna	NZ_CP080249.1	2651206	2652393	-	(Phe)dha1	1-1188/1188	===============	0/0	100.00	100.00	argannot	BA000018:2517801-2518988	(Phe)dha1	
