#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
2064726533.fna	NZ_CP077755.1	145637	146437	+	APH3-PRIME	1-801/801	===============	0/0	100.00	99.38	megares	MEG_1060	Drugs:Aminoglycosides:Aminoglycoside_O-phosphotransferases:APH3-PRIME	
2064726533.fna	NZ_CP077755.1	260809	262249	-	FEXA	1-1441/1441	===============	0/0	100.00	99.79	megares	MEG_2905	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:FEXA	
2064726533.fna	NZ_CP077755.1	476053	477444	+	NORB	1-1392/1392	===============	0/0	100.00	99.50	megares	MEG_4210	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:NORB	
2064726533.fna	NZ_CP077755.1	523508	524167	+	ARLR	1-660/660	===============	0/0	100.00	100.00	megares	MEG_1117	Drugs:Multi-drug_resistance:MDR_regulator:ARLR	
2064726533.fna	NZ_CP077755.1	524164	525519	+	ARLS	1-1356/1356	===============	0/0	100.00	100.00	megares	MEG_1119	Drugs:Multi-drug_resistance:MDR_regulator:ARLS	
2064726533.fna	NZ_CP077755.1	1202889	1204055	-	NORA	1-1167/1167	===============	0/0	100.00	99.91	megares	MEG_4207	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:NORA	
2064726533.fna	NZ_CP077755.1	1211706	1212149	+	MGRA	1-444/444	===============	0/0	100.00	100.00	megares	MEG_3943	Drugs:Multi-drug_resistance:MDR_regulator:MGRA	
2064726533.fna	NZ_CP077755.1	1220166	1220609	-	AAC3	1-444/444	===============	0/0	100.00	98.87	megares	MEG_47	Drugs:Aminoglycosides:Aminoglycoside_N-acetyltransferases:AAC3	
2064726533.fna	NZ_CP077755.1	1589049	1589489	-	MEPB	1-441/441	===============	0/0	100.00	95.69	megares	MEG_3835	Drugs:Multi-drug_resistance:Multi-drug_MATE_efflux_pump:MEPB	
2064726533.fna	NZ_CP077755.1	1589593	1590963	-	MEPA	1-1371/1371	===============	0/0	100.00	99.42	megares	MEG_3834	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MEPA	
2064726533.fna	NZ_CP077755.1	1591055	1591474	-	MEPR	1-420/420	===============	0/0	100.00	99.29	megares	MEG_3836	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_regulator:MEPR	
2064726533.fna	NZ_CP077755.1	1820237	1821589	-	TET38	1-1353/1353	===============	0/0	100.00	100.00	megares	MEG_6982	Drugs:Tetracyclines:Tetracycline_resistance_MFS_efflux_pumps:TET38	
2064726533.fna	NZ_CP077755.1	1856855	1857625	-	ANT4-PRIME	1-771/771	===============	0/0	100.00	99.87	megares	MEG_978	Drugs:Aminoglycosides:Aminoglycoside_O-nucleotidyltransferases:ANT4-PRIME	
2064726533.fna	NZ_CP077755.1	1864888	1865691	-	LSAE	1-804/804	===============	0/0	100.00	100.00	megares	MEG_3648	Drugs:Multi-drug_resistance:Multi-drug_ABC_efflux_pumps:LSAE	
2064726533.fna	NZ_CP077755.1	1865745	1867229	-	LSA	1-1485/1485	===============	0/0	100.00	100.00	megares	MEG_3641	Drugs:MLS:MLS_resistance_ABC_efflux_pumps:LSA	
2064726533.fna	NZ_CP077755.1	1869296	1870105	-	ANT9	1-810/810	===============	0/0	100.00	100.00	megares	MEG_1004	Drugs:Aminoglycosides:Aminoglycoside_O-nucleotidyltransferases:ANT9	
