#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
2064751942.fna	NZ_CP077757.1	423759	425219	+	ebp	1-1461/1461	===============	0/0	100.00	99.80	vfdb	NP_646186	(ebp) cell surface elastin binding protein [EbpS (VF0008)] [Staphylococcus aureus subsp. aureus MW2]	
2064751942.fna	NZ_CP077757.1	813673	814632	+	hly/hla	1-960/960	===============	0/0	100.00	99.69	vfdb	NP_645861	(hly/hla) Alpha-Hemolysin precursor [<alpha>-hemolysin (VF0001)] [Staphylococcus aureus subsp. aureus MW2]	
2064751942.fna	NZ_CP077757.1	843308	843631	-	isdG	1-324/324	===============	0/0	100.00	99.38	vfdb	YP_001332081	(isdG) iron-regulated surface determinant protein G [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]	
2064751942.fna	NZ_CP077757.1	843650	844384	-	srtB	1-735/735	===============	0/0	100.00	99.73	vfdb	NP_645834	(srtB) NPQTN specific sortase B [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]	
2064751942.fna	NZ_CP077757.1	844446	845411	-	isdF	1-966/966	===============	0/0	100.00	99.90	vfdb	NP_645833	(isdF) iron-regulated surface determinant protein F ATP-binding-cassette-type transmembrane transporter [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]	
2064751942.fna	NZ_CP077757.1	845424	846302	-	isdE	1-879/879	===============	0/0	100.00	99.43	vfdb	YP_001332078	(isdE) iron-regulated surface determinant protein E [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]	
2064751942.fna	NZ_CP077757.1	846299	847375	-	isdD	1-1077/1077	===============	0/0	100.00	99.81	vfdb	NP_645831	(isdD) iron-regulated surface determinant protein D [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]	
2064751942.fna	NZ_CP077757.1	847375	848058	-	isdC	1-684/684	===============	0/0	100.00	99.56	vfdb	YP_001332076	(isdC) iron-regulated surface determinant protein C [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]	
2064751942.fna	NZ_CP077757.1	848267	849319	+	isdA	1-1053/1053	===============	0/0	100.00	99.72	vfdb	YP_001332075	(isdA) iron-regulated surface determinant protein A [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]	
2064751942.fna	NZ_CP077757.1	849522	851447	+	isdB	1-1938/1938	========/======	2/12	99.38	98.09	vfdb	YP_001332074	(isdB) iron-regulated surface determinant protein B haemoglobin receptor [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]	
2064751942.fna	NZ_CP077757.1	933321	934331	+	sspA	1-984/984	========/======	1/27	100.00	96.74	vfdb	NP_645749	(sspA) serine protease; V8 protease; glutamyl endopeptidase [V8 protease (VF0023)] [Staphylococcus aureus subsp. aureus MW2]	
2064751942.fna	NZ_CP077757.1	934413	935594	+	sspB	1-1182/1182	===============	0/0	100.00	100.00	vfdb	NP_645748	(sspB) staphopain cysteine proteinase SspB [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]	
2064751942.fna	NZ_CP077757.1	935632	935961	+	sspC	1-330/330	===============	0/0	100.00	100.00	vfdb	NP_645747	(sspC) Staphostatin B [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]	
2064751942.fna	NZ_CP077757.1	1104394	1105926	-	vWbp	1-1527/1527	========/======	10/18	99.61	82.91	vfdb	YP_001331791	(vWbp) secreted von Willebrand factor-binding protein precursor [vWbp (VF0420)] [Staphylococcus aureus subsp. aureus str. Newman]	
2064751942.fna	NZ_CP077757.1	1106147	1108948	-	clfA	1-2841/2841	========/======	3/45	98.52	94.02	vfdb	NP_645581	(clfA) Clumping factor A fibrinogen-binding protein [Clumping factor (VF0004)] [Staphylococcus aureus subsp. aureus MW2]	
2064751942.fna	NZ_CP077757.1	1345303	1348668	-	sdrE	1-3426/3426	========/======	4/60	98.25	94.48	vfdb	NP_645335	(sdrE) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019)] [Staphylococcus aureus subsp. aureus MW2]	
2064751942.fna	NZ_CP077757.1	1349336	1353208	-	sdrD	1-3855/4044	========/======	11/36	95.10	94.75	vfdb	NP_645334	(sdrD) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019)] [Staphylococcus aureus subsp. aureus MW2]	
2064751942.fna	NZ_CP077757.1	1353850	1356544	-	sdrC	1-2689/2868	========/======	4/22	93.48	93.53	vfdb	NP_645333	(sdrC) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019)] [Staphylococcus aureus subsp. aureus MW2]	
