#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
2064751942.fna	NZ_CP077757.1	143076	143876	+	APH3-PRIME	1-801/801	===============	0/0	100.00	99.38	megares	MEG_1060	Drugs:Aminoglycosides:Aminoglycoside_O-phosphotransferases:APH3-PRIME	
2064751942.fna	NZ_CP077757.1	258248	259688	-	FEXA	1-1441/1441	===============	0/0	100.00	99.79	megares	MEG_2905	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:FEXA	
2064751942.fna	NZ_CP077757.1	475085	476476	+	NORB	1-1392/1392	===============	0/0	100.00	99.50	megares	MEG_4210	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:NORB	
2064751942.fna	NZ_CP077757.1	522545	523204	+	ARLR	1-660/660	===============	0/0	100.00	100.00	megares	MEG_1117	Drugs:Multi-drug_resistance:MDR_regulator:ARLR	
2064751942.fna	NZ_CP077757.1	523201	524556	+	ARLS	1-1356/1356	===============	0/0	100.00	99.93	megares	MEG_1119	Drugs:Multi-drug_resistance:MDR_regulator:ARLS	
2064751942.fna	NZ_CP077757.1	1211566	1212732	-	NORA	1-1167/1167	===============	0/0	100.00	99.91	megares	MEG_4207	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:NORA	
2064751942.fna	NZ_CP077757.1	1220383	1220826	+	MGRA	1-444/444	===============	0/0	100.00	100.00	megares	MEG_3943	Drugs:Multi-drug_resistance:MDR_regulator:MGRA	
2064751942.fna	NZ_CP077757.1	1228843	1229286	-	AAC3	1-444/444	===============	0/0	100.00	98.87	megares	MEG_47	Drugs:Aminoglycosides:Aminoglycoside_N-acetyltransferases:AAC3	
2064751942.fna	NZ_CP077757.1	1597794	1598234	-	MEPB	1-441/441	===============	0/0	100.00	95.69	megares	MEG_3835	Drugs:Multi-drug_resistance:Multi-drug_MATE_efflux_pump:MEPB	
2064751942.fna	NZ_CP077757.1	1598338	1599708	-	MEPA	1-1371/1371	===============	0/0	100.00	99.42	megares	MEG_3834	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MEPA	
2064751942.fna	NZ_CP077757.1	1599800	1600219	-	MEPR	1-420/420	===============	0/0	100.00	99.29	megares	MEG_3836	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_regulator:MEPR	
2064751942.fna	NZ_CP077757.1	1831657	1833009	-	TET38	1-1353/1353	===============	0/0	100.00	100.00	megares	MEG_6982	Drugs:Tetracyclines:Tetracycline_resistance_MFS_efflux_pumps:TET38	
2064751942.fna	NZ_CP077757.1	1868275	1869045	-	ANT4-PRIME	1-771/771	===============	0/0	100.00	99.87	megares	MEG_978	Drugs:Aminoglycosides:Aminoglycoside_O-nucleotidyltransferases:ANT4-PRIME	
2064751942.fna	NZ_CP077757.1	1876309	1877112	-	LSAE	1-804/804	===============	0/0	100.00	100.00	megares	MEG_3648	Drugs:Multi-drug_resistance:Multi-drug_ABC_efflux_pumps:LSAE	
2064751942.fna	NZ_CP077757.1	1877166	1878650	-	LSA	1-1485/1485	===============	0/0	100.00	100.00	megares	MEG_3641	Drugs:MLS:MLS_resistance_ABC_efflux_pumps:LSA	
2064751942.fna	NZ_CP077757.1	1880717	1881526	-	ANT9	1-810/810	===============	0/0	100.00	100.00	megares	MEG_1004	Drugs:Aminoglycosides:Aminoglycoside_O-nucleotidyltransferases:ANT9	
2064751942.fna	NZ_CP077757.1	1882229	1883092	-	ANT6	1-864/864	===============	0/0	100.00	100.00	megares	MEG_1000	Drugs:Aminoglycosides:Aminoglycoside_O-nucleotidyltransferases:ANT6	
2064751942.fna	NZ_CP077757.1	1885665	1887041	+	TETL	1-1377/1377	===============	0/0	100.00	100.00	megares	MEG_7095	Drugs:Tetracyclines:Tetracycline_resistance_MFS_efflux_pumps:TETL	
2064751942.fna	NZ_CP077757.1	1889746	1890480	-	ERMC	1-735/735	===============	0/0	100.00	99.05	megares	MEG_2818	Drugs:MLS:23S_rRNA_methyltransferases:ERMC	
2064751942.fna	NZ_CP077757.1	1893767	1895211	+	AAC6-PRIME	1-1445/1445	===============	0/0	100.00	100.00	megares	MEG_364	Drugs:Aminoglycosides:Aminoglycoside_N-acetyltransferases:AAC6-PRIME	
2064751942.fna	NZ_CP077757.1	1897915	1898295	+	BLAI	1-381/381	===============	0/0	100.00	100.00	megares	MEG_1287	Drugs:betalactams:Penicillin_binding_protein_regulator:BLAI	
2064751942.fna	NZ_CP077757.1	2265540	2266727	+	DHAP	1-1188/1188	===============	0/0	100.00	99.58	megares	MEG_2614	Drugs:Phenicol:Phenicol_resistance_MFS_efflux_pumps:DHAP	
2064751942.fna	NZ_CP077757.1	2361145	2361642	-	DFRG	1-498/498	===============	0/0	100.00	100.00	megares	MEG_2579	Drugs:Trimethoprim:Dihydrofolate_reductase:DFRG	
2064751942.fna	NZ_CP077757.1	2400511	2400930	-	FOSB	1-420/420	===============	0/0	100.00	99.29	megares	MEG_3009	Drugs:Fosfomycin:Fosfomycin_thiol_transferases:FOSB	
2064751942.fna	NZ_CP077757.1	2543462	2544904	+	LMRS	1-1443/1443	===============	0/0	100.00	99.17	megares	MEG_3599	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:LMRS	
2064751942.fna	NZ_CP077757.1	2735470	2736357	-	BLAZ	1-888/888	===============	0/0	100.00	99.78	megares	MEG_1411	Drugs:betalactams:Class_A_betalactamases:BLAZ	
2064751942.fna	NZ_CP077757.1	2736422	2738179	+	BLAR	1-1758/1758	===============	0/0	100.00	92.83	megares	MEG_1302	Drugs:betalactams:Penicillin_binding_protein_regulator:BLAR	
2064751942.fna	NZ_CP077757.1	2738169	2738549	+	BLAI	1-381/381	===============	0/0	100.00	95.28	megares	MEG_1287	Drugs:betalactams:Penicillin_binding_protein_regulator:BLAI	
