#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
1376352309.fna	NZ_CP021105.1	33698	34177	+	RLMH	1-480/480	===============	0/0	100.00	98.75	megares	MEG_6058	Drugs:MLS:23S_rRNA_methyltransferases:RLMH	
1376352309.fna	NZ_CP021105.1	40953	42962	-	MECA	1-2010/2010	===============	0/0	100.00	100.00	megares	MEG_3785	Drugs:betalactams:Penicillin_binding_protein:MECA	
1376352309.fna	NZ_CP021105.1	117186	118538	+	TET38	1-1353/1353	===============	0/0	100.00	100.00	megares	MEG_6984	Drugs:Tetracyclines:Tetracycline_resistance_MFS_efflux_pumps:TET38	
1376352309.fna	NZ_CP021105.1	345524	345943	+	MEPR	1-420/420	===============	0/0	100.00	99.76	megares	MEG_3836	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_regulator:MEPR	
1376352309.fna	NZ_CP021105.1	346035	347405	+	MEPA	1-1371/1371	===============	0/0	100.00	99.42	megares	MEG_3834	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MEPA	
1376352309.fna	NZ_CP021105.1	347509	347949	+	MEPB	1-441/441	===============	0/0	100.00	89.34	megares	MEG_3835	Drugs:Multi-drug_resistance:Multi-drug_MATE_efflux_pump:MEPB	
1376352309.fna	NZ_CP021105.1	692512	692955	+	AAC3	1-444/444	===============	0/0	100.00	99.10	megares	MEG_47	Drugs:Aminoglycosides:Aminoglycoside_N-acetyltransferases:AAC3	
1376352309.fna	NZ_CP021105.1	700978	701421	-	MGRA	1-444/444	===============	0/0	100.00	100.00	megares	MEG_3943	Drugs:Multi-drug_resistance:MDR_regulator:MGRA	
1376352309.fna	NZ_CP021105.1	709072	710238	+	NORA	1-1167/1167	===============	0/0	100.00	100.00	megares	MEG_4207	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:NORA	
1376352309.fna	NZ_CP021105.1	1381189	1382544	-	ARLS	1-1356/1356	===============	0/0	100.00	100.00	megares	MEG_1119	Drugs:Multi-drug_resistance:MDR_regulator:ARLS	
1376352309.fna	NZ_CP021105.1	1382541	1383184	-	ARLR	1-660/660	========/======	1/16	97.58	97.27	megares	MEG_1117	Drugs:Multi-drug_resistance:MDR_regulator:ARLR	
1376352309.fna	NZ_CP021105.1	1429198	1430589	-	NORB	1-1392/1392	===============	0/0	100.00	98.85	megares	MEG_4210	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:NORB	
1376352309.fna	NZ_CP021105.1	1749059	1749859	-	APH3-PRIME	1-801/801	===============	0/0	100.00	100.00	megares	MEG_1060	Drugs:Aminoglycosides:Aminoglycoside_O-phosphotransferases:APH3-PRIME	
1376352309.fna	NZ_CP021105.1	2175017	2176459	-	LMRS	1-1443/1443	===============	0/0	100.00	99.03	megares	MEG_3599	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:LMRS	
1376352309.fna	NZ_CP021105.1	2326801	2327220	+	FOSB	1-420/420	===============	0/0	100.00	99.76	megares	MEG_3009	Drugs:Fosfomycin:Fosfomycin_thiol_transferases:FOSB	
1376352309.fna	NZ_CP021105.1	2455279	2456466	-	DHAP	1-1188/1188	===============	0/0	100.00	100.00	megares	MEG_2614	Drugs:Phenicol:Phenicol_resistance_MFS_efflux_pumps:DHAP	
