#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
2236627887.fna	NZ_CP092475.1	37458	39503	+	lip	1-2046/2046	===============	0/0	100.00	98.63	vfdb	NP_647407	(lip) triacylglycerol lipase precursor [Lipase (CVF091)] [Staphylococcus aureus subsp. aureus MW2]	
2236627887.fna	NZ_CP092475.1	39894	40946	-	icaC	1-1053/1053	===============	0/0	100.00	97.25	vfdb	NP_647406	(icaC) intercellular adhesion protein C involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]	
2236627887.fna	NZ_CP092475.1	40933	41805	-	icaB	1-873/873	===============	0/0	100.00	99.31	vfdb	NP_647405	(icaB) N-deacetylase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]	
2236627887.fna	NZ_CP092475.1	41802	42107	-	icaD	1-306/306	===============	0/0	100.00	99.67	vfdb	NP_647404	(icaD) intercellular adhesion protein D involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]	
2236627887.fna	NZ_CP092475.1	42071	43309	-	icaA	1-1239/1239	===============	0/0	100.00	99.76	vfdb	NP_647403	(icaA) N-acetylglucosaminyltransferase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]	
2236627887.fna	NZ_CP092475.1	43474	44034	+	icaR	1-561/561	===============	0/0	100.00	99.47	vfdb	NP_647402	(icaR) ica operon transcriptional regulator IcaR [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]	
2236627887.fna	NZ_CP092475.1	84368	85897	+	aur	1-1530/1530	===============	0/0	100.00	90.39	vfdb	NP_647375	(aur) zinc metalloproteinase aureolysin [Aureolysin (VF0024)] [Staphylococcus aureus subsp. aureus MW2]	
2236627887.fna	NZ_CP092475.1	92970	95663	+	clfB	1-2724/2724	========/======	9/72	98.13	91.08	vfdb	NP_647368	(clfB) Clumping factor B adhesin [Clumping factor (VF0004)] [Staphylococcus aureus subsp. aureus MW2]	
2236627887.fna	NZ_CP092475.1	238662	241709	+	fnbA	1-3048/3048	===============	0/0	100.00	97.93	vfdb	NP_647238	(fnbA) fibronectin-binding protein A [FnBPs (VF0010)] [Staphylococcus aureus subsp. aureus MW2]	
2236627887.fna	NZ_CP092475.1	329339	330316	-	hlgB	1-978/978	===============	0/0	100.00	93.56	vfdb	NP_647161	(hlgB) gamma-hemolysin component B [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]	
2236627887.fna	NZ_CP092475.1	330318	331265	-	hlgC	1-948/948	===============	0/0	100.00	92.93	vfdb	NP_647160	(hlgC) gamma-hemolysin component C [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]	
2236627887.fna	NZ_CP092475.1	331833	332762	-	hlgA	1-930/930	===============	0/0	100.00	99.14	vfdb	NP_647159	(hlgA) gamma-hemolysin chain II precursor [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]	
2236627887.fna	NZ_CP092475.1	333285	334563	-	sbi	1-1279/1314	========/======	2/6	97.11	93.84	vfdb	NP_647158	(sbi) IgG-binding protein SBI [Sbi (VF0423)] [Staphylococcus aureus subsp. aureus MW2]	
2236627887.fna	NZ_CP092475.1	534554	536971	-	hysA	1-2418/2448	========/======	2/2	98.73	92.85	vfdb	NP_646946	(hysA) hyaluronate lyase precursor [Hyaluronate lyase (VF0013)] [Staphylococcus aureus subsp. aureus MW2]	
2236627887.fna	NZ_CP092475.1	725834	725968	+	hld	1-135/135	===============	0/0	100.00	99.26	vfdb	NP_646776	(hld) delta-hemolysin [<delta>-hemolysin (VF0007)] [Staphylococcus aureus subsp. aureus MW2]	
2236627887.fna	NZ_CP092475.1	743903	744726	-	hlb	170-993/993	..=============	0/0	82.98	98.91	vfdb	YP_186826	(hlb) beta-hemolysin [<beta>-hemolysin (VF0002)] [Staphylococcus aureus subsp. aureus COL]	
2236627887.fna	NZ_CP092475.1	784308	784799	+	sak	1-492/492	===============	0/0	100.00	99.19	vfdb	NP_646702	(sak) Staphylokinase precursor [Staphylokinase (VF0021)] [Staphylococcus aureus subsp. aureus MW2]	
2236627887.fna	NZ_CP092475.1	785879	786328	-	chp	1-450/450	===============	0/0	100.00	100.00	vfdb	YP_001332911	(chp) chemotaxis-inhibiting protein CHIPS [CHIPS (VF0424)] [Staphylococcus aureus subsp. aureus str. Newman]	
2236627887.fna	NZ_CP092475.1	787013	787363	+	scn	1-351/351	===============	0/0	100.00	100.00	vfdb	YP_001332910	(scn) complement inhibitor SCIN [SCIN (VF0425)] [Staphylococcus aureus subsp. aureus str. Newman]	
2236627887.fna	NZ_CP092475.1	789124	790871	+	map	1-1755/1755	========/======	2/7	99.60	90.71	vfdb	CAB94853	(map) extracellular proteins Map [Eap/Map (VF0016)] [Staphylococcus aureus str. Newman D2C (ATCC 25904)]	
2236627887.fna	NZ_CP092475.1	1317295	1318746	+	ebp	1-1461/1461	========/======	1/9	99.38	96.85	vfdb	NP_646186	(ebp) cell surface elastin binding protein [EbpS (VF0008)] [Staphylococcus aureus subsp. aureus MW2]	
2236627887.fna	NZ_CP092475.1	1719453	1720412	+	hly/hla	1-960/960	===============	0/0	100.00	95.31	vfdb	NP_645861	(hly/hla) Alpha-Hemolysin precursor [<alpha>-hemolysin (VF0001)] [Staphylococcus aureus subsp. aureus MW2]	
2236627887.fna	NZ_CP092475.1	1748173	1748496	-	isdG	1-324/324	===============	0/0	100.00	99.07	vfdb	YP_001332081	(isdG) iron-regulated surface determinant protein G [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]	
2236627887.fna	NZ_CP092475.1	1748515	1749249	-	srtB	1-735/735	===============	0/0	100.00	99.32	vfdb	NP_645834	(srtB) NPQTN specific sortase B [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]	
2236627887.fna	NZ_CP092475.1	1749311	1750276	-	isdF	1-966/966	===============	0/0	100.00	98.97	vfdb	NP_645833	(isdF) iron-regulated surface determinant protein F ATP-binding-cassette-type transmembrane transporter [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]	
2236627887.fna	NZ_CP092475.1	1750289	1751167	-	isdE	1-879/879	===============	0/0	100.00	99.43	vfdb	YP_001332078	(isdE) iron-regulated surface determinant protein E [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]	
2236627887.fna	NZ_CP092475.1	1751164	1752240	-	isdD	1-1077/1077	===============	0/0	100.00	98.98	vfdb	NP_645831	(isdD) iron-regulated surface determinant protein D [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]	
2236627887.fna	NZ_CP092475.1	1752240	1752923	-	isdC	1-684/684	===============	0/0	100.00	99.71	vfdb	YP_001332076	(isdC) iron-regulated surface determinant protein C [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]	
2236627887.fna	NZ_CP092475.1	1753132	1754184	+	isdA	1-1053/1053	===============	0/0	100.00	98.86	vfdb	YP_001332075	(isdA) iron-regulated surface determinant protein A [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]	
