#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
2236627887.fna	NZ_CP092475.1	290292	291479	+	DHAP	1-1188/1188	===============	0/0	100.00	99.07	megares	MEG_2614	Drugs:Phenicol:Phenicol_resistance_MFS_efflux_pumps:DHAP	
2236627887.fna	NZ_CP092475.1	572426	573867	+	LMRS	2-1443/1443	===============	0/0	99.93	93.83	megares	MEG_3599	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:LMRS	
2236627887.fna	NZ_CP092475.1	806578	807465	-	BLAZ	1-888/888	===============	0/0	100.00	100.00	megares	MEG_1411	Drugs:betalactams:Class_A_betalactamases:BLAZ	
2236627887.fna	NZ_CP092475.1	807530	809287	+	BLAR	1-1758/1758	===============	0/0	100.00	92.89	megares	MEG_1302	Drugs:betalactams:Penicillin_binding_protein_regulator:BLAR	
2236627887.fna	NZ_CP092475.1	809277	809657	+	BLAI	1-381/381	===============	0/0	100.00	95.54	megares	MEG_1287	Drugs:betalactams:Penicillin_binding_protein_regulator:BLAI	
2236627887.fna	NZ_CP092475.1	1000159	1000959	+	APH3-PRIME	1-801/801	===============	0/0	100.00	99.00	megares	MEG_1060	Drugs:Aminoglycosides:Aminoglycoside_O-phosphotransferases:APH3-PRIME	
2236627887.fna	NZ_CP092475.1	1365899	1367290	+	NORB	1-1392/1392	===============	0/0	100.00	98.71	megares	MEG_4210	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:NORB	
2236627887.fna	NZ_CP092475.1	1413192	1413851	+	ARLR	1-660/660	===============	0/0	100.00	99.09	megares	MEG_1114	Drugs:Multi-drug_resistance:MDR_regulator:ARLR	
2236627887.fna	NZ_CP092475.1	1413848	1415203	+	ARLS	1-1356/1356	===============	0/0	100.00	98.75	megares	MEG_1118	Drugs:Multi-drug_resistance:MDR_regulator:ARLS	
2236627887.fna	NZ_CP092475.1	2110378	2111544	-	NORA	1-1167/1167	===============	0/0	100.00	92.29	megares	MEG_4209	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:NORA	
2236627887.fna	NZ_CP092475.1	2119208	2119651	+	MGRA	1-444/444	===============	0/0	100.00	100.00	megares	MEG_3943	Drugs:Multi-drug_resistance:MDR_regulator:MGRA	
2236627887.fna	NZ_CP092475.1	2127668	2128111	-	AAC3	1-444/444	===============	0/0	100.00	99.32	megares	MEG_47	Drugs:Aminoglycosides:Aminoglycoside_N-acetyltransferases:AAC3	
2236627887.fna	NZ_CP092475.1	2480477	2480907	-	MEPB	1-431/441	===============	0/0	97.73	88.86	megares	MEG_3835	Drugs:Multi-drug_resistance:Multi-drug_MATE_efflux_pump:MEPB	
2236627887.fna	NZ_CP092475.1	2481010	2482380	-	MEPA	1-1371/1371	===============	0/0	100.00	98.91	megares	MEG_3834	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MEPA	
2236627887.fna	NZ_CP092475.1	2482472	2482891	-	MEPR	1-420/420	===============	0/0	100.00	100.00	megares	MEG_3836	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_regulator:MEPR	
2236627887.fna	NZ_CP092475.1	2708414	2709766	-	TET38	1-1353/1353	===============	0/0	100.00	99.19	megares	MEG_6981	Drugs:Tetracyclines:Tetracycline_resistance_MFS_efflux_pumps:TET38	
2236627887.fna	NZ_CP092475.1	2797289	2799295	+	MECA	1-2007/2007	===============	0/0	100.00	100.00	megares	MEG_3779	Drugs:betalactams:Penicillin_binding_protein:MECA	
2236627887.fna	NZ_CP092475.1	2804753	2805232	-	RLMH	1-480/480	===============	0/0	100.00	98.54	megares	MEG_6058	Drugs:MLS:23S_rRNA_methyltransferases:RLMH	
