#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
2064726533.fna	NZ_CP077755.1	260809	262236	-	fexA	1-1428/1428	===============	0/0	100.00	99.79	card	AJ549214:176-1604	fexA is a plasmid-encoded chloramphenicol exporter that is found in Staphylococcus lentus	phenicol
2064726533.fna	NZ_CP077755.1	523508	524167	+	arlR	1-660/660	===============	0/0	100.00	100.00	card	CP023390.1:1462248-1461588	ArlR is a response regulator that binds to the norA promoter to activate expression. ArlR must first be phosphorylated by ArlS.	acridine_dye;fluoroquinolone
2064726533.fna	NZ_CP077755.1	524164	525519	+	arlS	1-1356/1356	===============	0/0	100.00	99.85	card	CP000253.1:1361636-1360280	ArlS is a protein histidine kinase that phosphorylates ArlR a promoter for norA expression.	acridine_dye;fluoroquinolone
2064726533.fna	NZ_CP077755.1	1202889	1204055	-	Staphylococcus_aureus_norA	1-1167/1167	===============	0/0	100.00	99.91	card	D90119.1:477-1644	NorA gene cloned from Staphylococcus aureus conferred relatively high resistance to hydrophilic quinolones such as norfloxacin enoxacin ofloxacin and ciprofloxacin in S. aureus and Escherichia coli. Had low or no resistance at all to hydrophobic ones such as nalidixic acid oxolinic acid and sparfloxacin in S. aureus and Escherichia coli.	fluoroquinolone
2064726533.fna	NZ_CP077755.1	1211706	1212149	+	mgrA	1-444/444	===============	0/0	100.00	100.00	card	BA000018.3:735860-735416	MgrA also known as NorR is a regulator for norA norB and tet38. It is a positive regulator for norA expression but is a direct repressor for norB and an indirect repressor of tet38.	acridine_dye;cephalosporin;fluoroquinolone;penam;peptide;tetracycline
2064726533.fna	NZ_CP077755.1	1589593	1590948	-	mepA	1-1356/1356	===============	0/0	100.00	99.41	card	AY661734.1:839-2195	MepA is an efflux protein regulated by MepR and part of the MepRAB cluster. Its presence in Staphylococcus aureus led to multidrug resistance while it has also been shown to decrease tigecycline susceptibility.	glycylcycline;tetracycline
2064726533.fna	NZ_CP077755.1	1591055	1591474	-	mepR	1-420/420	===============	0/0	100.00	99.29	card	BA000017.4:379931-380351	MepR is an upstream repressor of MepA in Staphylococcus aureus. It is part of the mepRAB operon.	glycylcycline;tetracycline
2064726533.fna	NZ_CP077755.1	1820237	1821589	-	tet(38)	1-1353/1353	===============	0/0	100.00	99.85	card	AY825285:0-1353	Tet38 is a tetracycline efflux pump found in the Gram-positive Staphylococcus aureus. It is regulated by mgrA which also regulates NorB.	tetracycline
2064726533.fna	NZ_CP077755.1	1856855	1857616	-	ANT(4')-Ib	1-762/762	===============	0/0	100.00	100.00	card	GQ900432.1:27499-26737	Kanamycin nucleotidyltransferase sequence from Staphylococcus aureus plasmid. Confers resistance to kanamycin neomycin and other aminoglycosides	aminoglycoside
2064726533.fna	NZ_CP077755.1	1864888	1865691	-	lsaE	1-804/804	===============	0/0	100.00	100.00	card	AF408195.1:9446-10250	lsaE is an ABC-F subfamily protein found in porcine MRSA isolates. It confers resistance to pleuromutilin lincosamide and streptogramin A	lincosamide;macrolide;oxazolidinone;phenicol;pleuromutilin;streptogramin;tetracycline
2064726533.fna	NZ_CP077755.1	1870808	1871671	-	ANT(6)-Ia	1-864/864	===============	0/0	100.00	100.00	card	KF648874.1:61860-60996	ANT(6)-Ia is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and chromosomes in Staphylococcus epidermidis E. faecium Streptococcus suis S. aureus E. faecalis and Streptococcus mitis	aminoglycoside
2064726533.fna	NZ_CP077755.1	1874244	1875620	+	tet(L)	1-1377/1377	===============	0/0	100.00	99.78	card	M11036:0-1377	TetL is a tetracycline efflux protein found in many species of Gram-negative and Gram-positive bacteria.	tetracycline
2064726533.fna	NZ_CP077755.1	1878325	1879059	-	ErmC	1-735/735	===============	0/0	100.00	98.78	card	M12730:779-1514	ErmC is a methyltransferase that catalyzes the methylation of A2058 of the 23S ribosomal RNA in two steps. Expression of ErmC is inducible by erythromycin. The leader peptide causes attenuation of the mRNA and stabilizes the structure preventing further translation. When erythromycin is present it binds the leader peptide causing a change in conformation allowing for the expression of ErmC.	lincosamide;macrolide;streptogramin
2064726533.fna	NZ_CP077755.1	1882350	1883789	+	AAC(6')-Ie-APH(2'')-Ia	1-1440/1440	===============	0/0	100.00	100.00	card	GU565967.1:26419-24979	AAC(6')-Ie-APH(2'')-Ia is an aminoglycoside acetyltransferase encoded by plasmids and transposons in S. aureus E. faecalis E. faecium and Staphylococcus warneri	aminoglycoside
2064726533.fna	NZ_CP077755.1	1886670	1887515	-	PC1_beta-lactamase_(blaZ)	1-846/846	===============	0/0	100.00	97.16	card	CP000732.1:10528-9682	The blaZ beta-lactamase is found in Bacillus subtilis and Staphylococcus aureus.	penam
2064726533.fna	NZ_CP077755.1	1944106	1946112	-	mecA	1-2007/2007	===============	0/0	100.00	99.90	card	KC243783:0-2007	A foreign PBP2a acquired by lateral gene transfer that able to perform peptidoglycan synthesis in the presence of beta-lactams.	penam
2064726533.fna	NZ_CP077755.1	2398301	2398798	-	dfrG	1-498/498	===============	0/0	100.00	100.00	card	AB205645:1012-1510	dfrG is a plasmid-encoded dihydrofolate reductase found in Staphylococcus aureus	diaminopyrimidine
2064726533.fna	NZ_CP077755.1	2437667	2438086	-	Staphylococcus_aureus_FosB	1-420/420	===============	0/0	100.00	99.29	card	AHLO01000073.1:63138-63558	The Bacillus subtilis fosB gene encodes a fosfomycin resistance protein	fosfomycin
2064726533.fna	NZ_CP077755.1	2580618	2582060	+	Staphylococcys_aureus_LmrS	1-1443/1443	===============	0/0	100.00	99.17	card	CP000046.1:2236817-2235374	MFS transporters are secondary active transporters with single-polypeptide chains containing 400-600 amino acids that transport small solutes across the membrane by using electrochemical gradients. LmrS has 14 transmembrane helices and when expressed in E. coli is capable of extruding a variety of antibiotics inclinding linezolid trimethoprim florfenicol chlorampheniocol erythromycin streptomycin kanamycin and fusidic acid	aminoglycoside;diaminopyrimidine;macrolide;oxazolidinone;phenicol
2064726533.fna	NZ_CP077755.1	2773002	2773847	-	PC1_beta-lactamase_(blaZ)	1-846/846	===============	0/0	100.00	96.81	card	CP000732.1:10528-9682	The blaZ beta-lactamase is found in Bacillus subtilis and Staphylococcus aureus.	penam
