#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
1575502651.fna	NZ_CP035671.1	140368	141759	+	NORB	1-1392/1392	===============	0/0	100.00	98.71	megares	MEG_4210	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:NORB	
1575502651.fna	NZ_CP035671.1	180437	181881	+	AAC6-PRIME	1-1445/1445	===============	0/0	100.00	100.00	megares	MEG_364	Drugs:Aminoglycosides:Aminoglycoside_N-acetyltransferases:AAC6-PRIME	
1575502651.fna	NZ_CP035671.1	197676	198335	+	ARLR	1-660/660	===============	0/0	100.00	99.09	megares	MEG_1114	Drugs:Multi-drug_resistance:MDR_regulator:ARLR	
1575502651.fna	NZ_CP035671.1	198332	199687	+	ARLS	1-1356/1356	===============	0/0	100.00	98.82	megares	MEG_1118	Drugs:Multi-drug_resistance:MDR_regulator:ARLS	
1575502651.fna	NZ_CP035671.1	882001	883167	-	NORA	1-1167/1167	===============	0/0	100.00	92.37	megares	MEG_4209	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:NORA	
1575502651.fna	NZ_CP035671.1	890818	891261	+	MGRA	1-444/444	===============	0/0	100.00	100.00	megares	MEG_3943	Drugs:Multi-drug_resistance:MDR_regulator:MGRA	
1575502651.fna	NZ_CP035671.1	899277	899720	-	AAC3	1-444/444	===============	0/0	100.00	99.32	megares	MEG_47	Drugs:Aminoglycosides:Aminoglycoside_N-acetyltransferases:AAC3	
1575502651.fna	NZ_CP035671.1	1243364	1243804	-	MEPB	1-441/441	===============	0/0	100.00	89.12	megares	MEG_3835	Drugs:Multi-drug_resistance:Multi-drug_MATE_efflux_pump:MEPB	
1575502651.fna	NZ_CP035671.1	1243907	1245277	-	MEPA	1-1371/1371	===============	0/0	100.00	98.98	megares	MEG_3834	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MEPA	
1575502651.fna	NZ_CP035671.1	1245369	1245788	-	MEPR	1-420/420	===============	0/0	100.00	100.00	megares	MEG_3836	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_regulator:MEPR	
1575502651.fna	NZ_CP035671.1	1471177	1472529	-	TET38	1-1353/1353	===============	0/0	100.00	99.19	megares	MEG_6981	Drugs:Tetracyclines:Tetracycline_resistance_MFS_efflux_pumps:TET38	
1575502651.fna	NZ_CP035671.1	1556760	1558769	+	MECA	1-2010/2010	===============	0/0	100.00	100.00	megares	MEG_3785	Drugs:betalactams:Penicillin_binding_protein:MECA	
1575502651.fna	NZ_CP035671.1	1563286	1563765	-	RLMH	1-480/480	===============	0/0	100.00	98.54	megares	MEG_6058	Drugs:MLS:23S_rRNA_methyltransferases:RLMH	
1575502651.fna	NZ_CP035671.1	1893585	1894772	+	DHAP	1-1188/1188	===============	0/0	100.00	99.07	megares	MEG_2614	Drugs:Phenicol:Phenicol_resistance_MFS_efflux_pumps:DHAP	
1575502651.fna	NZ_CP035671.1	2175649	2177090	+	LMRS	2-1443/1443	===============	0/0	99.93	93.76	megares	MEG_3599	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:LMRS	
1575502651.fna	NZ_CP035671.1	2408929	2409816	-	BLAZ	1-888/888	===============	0/0	100.00	99.89	megares	MEG_1411	Drugs:betalactams:Class_A_betalactamases:BLAZ	
1575502651.fna	NZ_CP035671.1	2413822	2414202	+	BLAI	1-381/381	===============	0/0	100.00	95.01	megares	MEG_1287	Drugs:betalactams:Penicillin_binding_protein_regulator:BLAI	
1575502651.fna	NZ_CP035671.1	2420677	2421562	-	BLAZ	1-888/888	========/======	2/2	99.77	99.55	megares	MEG_1411	Drugs:betalactams:Class_A_betalactamases:BLAZ	
1575502651.fna	NZ_CP035671.1	2425561	2425934	+	BLAI	1-377/381	========/======	5/5	97.90	94.18	megares	MEG_1287	Drugs:betalactams:Penicillin_binding_protein_regulator:BLAI	
1575502651.fna	NZ_CP035671.1	2618370	2619170	+	APH3-PRIME	1-801/801	===============	0/0	100.00	99.00	megares	MEG_1060	Drugs:Aminoglycosides:Aminoglycoside_O-phosphotransferases:APH3-PRIME	
