#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
1575502651.fna	NZ_CP035671.1	82163	83101	+	lukS-PV	1-939/939	===============	0/0	100.00	99.79	vfdb	NP_646196	(lukS-PV) Panton-Valentine leukocidin chain S precursor [PVL (VF0018)] [Staphylococcus aureus subsp. aureus MW2]	
1575502651.fna	NZ_CP035671.1	83103	84080	+	lukF-PV	1-978/978	===============	0/0	100.00	99.90	vfdb	NP_646195	(lukF-PV) Panton-Valentine leukocidin chain F precursor [PVL (VF0018)] [Staphylococcus aureus subsp. aureus MW2]	
1575502651.fna	NZ_CP035671.1	491068	492027	+	hly/hla	1-960/960	===============	0/0	100.00	95.31	vfdb	NP_645861	(hly/hla) Alpha-Hemolysin precursor [<alpha>-hemolysin (VF0001)] [Staphylococcus aureus subsp. aureus MW2]	
1575502651.fna	NZ_CP035671.1	519917	520240	-	isdG	1-324/324	===============	0/0	100.00	99.07	vfdb	YP_001332081	(isdG) iron-regulated surface determinant protein G [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]	
1575502651.fna	NZ_CP035671.1	520259	520993	-	srtB	1-735/735	===============	0/0	100.00	99.18	vfdb	NP_645834	(srtB) NPQTN specific sortase B [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]	
1575502651.fna	NZ_CP035671.1	521055	522020	-	isdF	1-966/966	===============	0/0	100.00	98.97	vfdb	NP_645833	(isdF) iron-regulated surface determinant protein F ATP-binding-cassette-type transmembrane transporter [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]	
1575502651.fna	NZ_CP035671.1	522033	522911	-	isdE	1-879/879	===============	0/0	100.00	99.43	vfdb	YP_001332078	(isdE) iron-regulated surface determinant protein E [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]	
1575502651.fna	NZ_CP035671.1	522908	523984	-	isdD	1-1077/1077	===============	0/0	100.00	98.98	vfdb	NP_645831	(isdD) iron-regulated surface determinant protein D [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]	
1575502651.fna	NZ_CP035671.1	523984	524667	-	isdC	1-684/684	===============	0/0	100.00	99.71	vfdb	YP_001332076	(isdC) iron-regulated surface determinant protein C [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]	
1575502651.fna	NZ_CP035671.1	524876	525928	+	isdA	1-1053/1053	===============	0/0	100.00	98.86	vfdb	YP_001332075	(isdA) iron-regulated surface determinant protein A [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]	
