#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
1575502651.fna	NZ_CP035671.1	175662	176147	+	(Tmt)dfrC	1-486/486	===============	0/0	100.00	98.97	argannot	Z48233:337-822	(Tmt)dfrC	
1575502651.fna	NZ_CP035671.1	180439	181878	+	(AGly)aac6-Aph2	1-1440/1440	===============	0/0	100.00	100.00	argannot	M13771:304-1743	(AGly)aac6-Aph2	
1575502651.fna	NZ_CP035671.1	882002	883167	-	(Flq)norA	1-1166/1167	===============	0/0	99.91	92.02	argannot	D90119:478-1644	(Flq)norA	
1575502651.fna	NZ_CP035671.1	1471177	1472529	-	(Tet)tet(38)	1-1353/1353	===============	0/0	100.00	98.74	argannot	AY825285:1-1353	(Tet)tet(38)	
1575502651.fna	NZ_CP035671.1	1556763	1558769	+	(Bla)mecA	1-2007/2007	===============	0/0	100.00	100.00	argannot	AB221124:91-2097	(Bla)mecA	
1575502651.fna	NZ_CP035671.1	1893585	1894772	+	(Phe)dha1	1-1188/1188	===============	0/0	100.00	99.07	argannot	BA000018:2517801-2518988	(Phe)dha1	
1575502651.fna	NZ_CP035671.1	2408929	2409774	-	(Bla)blaZ	1-846/846	===============	0/0	100.00	95.03	argannot	AB245469:2235-3080	(Bla)blaZ	
1575502651.fna	NZ_CP035671.1	2413822	2414202	+	(Bla)blaI	1-381/381	===============	0/0	100.00	95.01	argannot	NG_047499:101-481	(Bla)blaI	
1575502651.fna	NZ_CP035671.1	2420677	2421520	-	(Bla)blaZ	1-846/846	========/======	2/2	99.76	94.92	argannot	AB245469:2235-3080	(Bla)blaZ	
1575502651.fna	NZ_CP035671.1	2425561	2425934	+	(Bla)blaI	1-377/381	========/======	5/5	97.90	94.18	argannot	NG_047499:101-481	(Bla)blaI	
1575502651.fna	NZ_CP035671.1	2618370	2619170	+	(AGly)apH-Stph	1-801/801	===============	0/0	100.00	99.00	argannot	HE579073:1778413-1779213	(AGly)apH-Stph	
