#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
2194665735.fna	NZ_CP080249.1	39615	41621	-	mecA	1-2007/2007	===============	0/0	100.00	99.95	card	KC243783:0-2007	A foreign PBP2a acquired by lateral gene transfer that able to perform peptidoglycan synthesis in the presence of beta-lactams.	penam
2194665735.fna	NZ_CP080249.1	41721	43478	+	mecR1	1-1758/1758	===============	0/0	100.00	99.83	card	CP000703.1:40848-42606	mecR1 is a transmembrane spanning and signal transducing protein which in response to interaction with beta-lactam antibiotics results in upregulation of the mecA/mecR1/mecI operon.	penam
2194665735.fna	NZ_CP080249.1	43478	43849	+	mecI	1-372/372	===============	0/0	100.00	100.00	card	BA000018.3:48893-49265	mecI acts as a repressor of transcription of the mecA/mecR1/mecI operon.	penam
2194665735.fna	NZ_CP080249.1	50001	51428	+	fexA	1-1428/1428	===============	0/0	100.00	98.74	card	AJ549214:176-1604	fexA is a plasmid-encoded chloramphenicol exporter that is found in Staphylococcus lentus	phenicol
2194665735.fna	NZ_CP080249.1	146538	147890	+	tet(38)	1-1353/1353	===============	0/0	100.00	100.00	card	AY825285:0-1353	Tet38 is a tetracycline efflux pump found in the Gram-positive Staphylococcus aureus. It is regulated by mgrA which also regulates NorB.	tetracycline
2194665735.fna	NZ_CP080249.1	374804	375223	+	mepR	1-420/420	===============	0/0	100.00	100.00	card	BA000017.4:379931-380351	MepR is an upstream repressor of MepA in Staphylococcus aureus. It is part of the mepRAB operon.	glycylcycline;tetracycline
2194665735.fna	NZ_CP080249.1	375330	376685	+	mepA	1-1356/1356	===============	0/0	100.00	99.48	card	AY661734.1:839-2195	MepA is an efflux protein regulated by MepR and part of the MepRAB cluster. Its presence in Staphylococcus aureus led to multidrug resistance while it has also been shown to decrease tigecycline susceptibility.	glycylcycline;tetracycline
2194665735.fna	NZ_CP080249.1	732083	732526	-	mgrA	1-444/444	===============	0/0	100.00	100.00	card	BA000018.3:735860-735416	MgrA also known as NorR is a regulator for norA norB and tet38. It is a positive regulator for norA expression but is a direct repressor for norB and an indirect repressor of tet38.	acridine_dye;cephalosporin;fluoroquinolone;penam;peptide;tetracycline
2194665735.fna	NZ_CP080249.1	740177	741343	+	Staphylococcus_aureus_norA	1-1167/1167	===============	0/0	100.00	100.00	card	D90119.1:477-1644	NorA gene cloned from Staphylococcus aureus conferred relatively high resistance to hydrophilic quinolones such as norfloxacin enoxacin ofloxacin and ciprofloxacin in S. aureus and Escherichia coli. Had low or no resistance at all to hydrophobic ones such as nalidixic acid oxolinic acid and sparfloxacin in S. aureus and Escherichia coli.	fluoroquinolone
2194665735.fna	NZ_CP080249.1	1478851	1480282	+	AAC(6')-Ie-APH(2'')-Ia	1-1432/1440	===============	0/0	99.44	100.00	card	GU565967.1:26419-24979	AAC(6')-Ie-APH(2'')-Ia is an aminoglycoside acetyltransferase encoded by plasmids and transposons in S. aureus E. faecalis E. faecium and Staphylococcus warneri	aminoglycoside
2194665735.fna	NZ_CP080249.1	1480907	1481652	+	ErmB	1-747/747	========/======	1/1	99.87	99.47	card	AF242872.1:2131-2878	ErmB confers the MLSb phenotype. Similar to ErmC expression of ErmB is inducible by erythromycin. The leader peptide causes attenuation of the mRNA and stabilizes the structure preventing further translation. When erythromycin is present it binds the leader peptide causing a change in conformation allowing for the expression of ErmB.	lincosamide;macrolide;streptogramin
2194665735.fna	NZ_CP080249.1	1482027	1482857	+	aad(6)	1-831/831	===============	0/0	100.00	100.00	card	AY712687:0-831	aad(6) is a plasmid-encoded aminoglycoside nucleotidyltransferase gene in E. faecalis and Streptococcus oralis	aminoglycoside
2194665735.fna	NZ_CP080249.1	1486310	1487055	+	ErmB	1-747/747	========/======	1/1	99.87	99.06	card	AF242872.1:2131-2878	ErmB confers the MLSb phenotype. Similar to ErmC expression of ErmB is inducible by erythromycin. The leader peptide causes attenuation of the mRNA and stabilizes the structure preventing further translation. When erythromycin is present it binds the leader peptide causing a change in conformation allowing for the expression of ErmB.	lincosamide;macrolide;streptogramin
2194665735.fna	NZ_CP080249.1	1534585	1535940	-	arlS	1-1356/1356	===============	0/0	100.00	99.78	card	CP000253.1:1361636-1360280	ArlS is a protein histidine kinase that phosphorylates ArlR a promoter for norA expression.	acridine_dye;fluoroquinolone
2194665735.fna	NZ_CP080249.1	1535937	1536596	-	arlR	1-660/660	===============	0/0	100.00	100.00	card	CP023390.1:1462248-1461588	ArlR is a response regulator that binds to the norA promoter to activate expression. ArlR must first be phosphorylated by ArlS.	acridine_dye;fluoroquinolone
2194665735.fna	NZ_CP080249.1	1797554	1798981	+	fexA	1-1428/1428	===============	0/0	100.00	98.74	card	AJ549214:176-1604	fexA is a plasmid-encoded chloramphenicol exporter that is found in Staphylococcus lentus	phenicol
2194665735.fna	NZ_CP080249.1	2121045	2121890	+	PC1_beta-lactamase_(blaZ)	1-846/846	===============	0/0	100.00	96.69	card	CP000732.1:10528-9682	The blaZ beta-lactamase is found in Bacillus subtilis and Staphylococcus aureus.	penam
2194665735.fna	NZ_CP080249.1	2353412	2354854	-	Staphylococcys_aureus_LmrS	1-1443/1443	===============	0/0	100.00	99.03	card	CP000046.1:2236817-2235374	MFS transporters are secondary active transporters with single-polypeptide chains containing 400-600 amino acids that transport small solutes across the membrane by using electrochemical gradients. LmrS has 14 transmembrane helices and when expressed in E. coli is capable of extruding a variety of antibiotics inclinding linezolid trimethoprim florfenicol chlorampheniocol erythromycin streptomycin kanamycin and fusidic acid	aminoglycoside;diaminopyrimidine;macrolide;oxazolidinone;phenicol
2194665735.fna	NZ_CP080249.1	2522532	2522951	+	Staphylococcus_aureus_FosB	1-420/420	===============	0/0	100.00	99.76	card	AHLO01000073.1:63138-63558	The Bacillus subtilis fosB gene encodes a fosfomycin resistance protein	fosfomycin
